B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.144246025E+00 1.180875203E+0 -3.662917800E-02 1.144246025E+00 1.180875203E+0 -3.662917800E-02
1.500000000E+01 295 1.135289575E+00 1.177423678E+0 -4.213410300E-02 1.135289575E+00 1.177423678E+0 -4.213410300E-02
1.500000000E+01 300 1.117769420E+00 1.174196476E+0 -5.642705600E-02 1.117769420E+00 1.174196476E+0 -5.642705600E-02
1.500000000E+01 305 1.096245934E+00 1.171175443E+0 -7.492950900E-02 1.096245934E+00 1.171175443E+0 -7.492950900E-02
1.500000000E+01 310 1.072668248E+00 1.168344250E+0 -9.567600200E-02 1.072668248E+00 1.168344250E+0 -9.567600200E-02
1.500000000E+01 315 1.033792871E+00 1.165688181E+0 -1.318953100E-01 1.033792871E+00 1.165688181E+0 -1.318953100E-01
1.500000000E+01 320 1.007929669E+00 1.163193944E+0 -1.552642750E-01 1.007929669E+00 1.163193944E+0 -1.552642750E-01
1.500000000E+01 325 1.007189979E+00 1.160849507E+0 -1.536595280E-01 1.007189979E+00 1.160849507E+0 -1.536595280E-01
1.500000000E+01 330 1.008153893E+00 1.158643959E+0 -1.504900660E-01 1.008153893E+00 1.158643959E+0 -1.504900660E-01
1.500000000E+01 335 1.010357508E+00 1.156567383E+0 -1.462098750E-01 1.010357508E+00 1.156567383E+0 -1.462098750E-01
1.500000000E+01 340 1.017819021E+00 1.154610750E+0 -1.367917290E-01 1.017819021E+00 1.154610750E+0 -1.367917290E-01
1.524993176E+01 290 1.153679736E+00 1.189316006E+0 -3.563627000E-02 1.153679736E+00 1.189316006E+0 -3.563627000E-02
1.524993176E+01 295 1.149359290E+00 1.185703093E+0 -3.634380300E-02 1.149359290E+00 1.185703093E+0 -3.634380300E-02
1.524993176E+01 300 1.151946100E+00 1.182325005E+0 -3.037890500E-02 1.151946100E+00 1.182325005E+0 -3.037890500E-02
1.524993176E+01 305 1.141735087E+00 1.179162735E+0 -3.742764800E-02 1.141735087E+00 1.179162735E+0 -3.742764800E-02
1.524993176E+01 310 1.118156729E+00 1.176199189E+0 -5.804246000E-02 1.118156729E+00 1.176199189E+0 -5.804246000E-02
1.524993176E+01 315 1.105597236E+00 1.173418962E+0 -6.782172600E-02 1.105597236E+00 1.173418962E+0 -6.782172600E-02
1.524993176E+01 320 1.083155865E+00 1.170808137E+0 -8.765227200E-02 1.083155865E+00 1.170808137E+0 -8.765227200E-02
1.524993176E+01 325 1.022042904E+00 1.168354121E+0 -1.463112170E-01 1.022042904E+00 1.168354121E+0 -1.463112170E-01
1.524993176E+01 330 1.009596639E+00 1.166045490E+0 -1.564488510E-01 1.009596639E+00 1.166045490E+0 -1.564488510E-01
1.524993176E+01 335 1.006300441E+00 1.163871863E+0 -1.575714220E-01 1.006300441E+00 1.163871863E+0 -1.575714220E-01
1.524993176E+01 340 1.007194388E+00 1.161823790E+0 -1.546294020E-01 1.007194388E+00 1.161823790E+0 -1.546294020E-01
1.549996187E+01 290 1.159576573E+00 1.201686688E+0 -4.211011500E-02 1.159576573E+00 1.201686688E+0 -4.211011500E-02
1.549996187E+01 295 1.156304023E+00 1.197838934E+0 -4.153491100E-02 1.156304023E+00 1.197838934E+0 -4.153491100E-02
1.549996187E+01 300 1.161431919E+00 1.194241224E+0 -3.280930500E-02 1.161431919E+00 1.194241224E+0 -3.280930500E-02
1.549996187E+01 305 1.164895703E+00 1.190873322E+0 -2.597761900E-02 1.164895703E+00 1.190873322E+0 -2.597761900E-02
1.549996187E+01 310 1.164321301E+00 1.187717032E+0 -2.339573100E-02 1.164321301E+00 1.187717032E+0 -2.339573100E-02
1.549996187E+01 315 1.143124363E+00 1.184755954E+0 -4.163159100E-02 1.143124363E+00 1.184755954E+0 -4.163159100E-02
1.549996187E+01 320 1.128516439E+00 1.181975272E+0 -5.345883300E-02 1.128516439E+00 1.181975272E+0 -5.345883300E-02
1.549996187E+01 325 1.109965040E+00 1.179361578E+0 -6.939653800E-02 1.109965040E+00 1.179361578E+0 -6.939653800E-02
1.549996187E+01 330 1.084950398E+00 1.176902710E+0 -9.195231200E-02 1.084950398E+00 1.176902710E+0 -9.195231200E-02
1.549996187E+01 335 1.015437975E+00 1.174587614E+0 -1.591496390E-01 1.015437975E+00 1.174587614E+0 -1.591496390E-01
1.549996187E+01 340 1.006426461E+00 1.172406229E+0 -1.659797680E-01 1.006426461E+00 1.172406229E+0 -1.659797680E-01
1.574996808E+01 290 1.164764845E+00 1.218506185E+0 -5.374134000E-02 1.164764845E+00 1.218506185E+0 -5.374134000E-02
1.574996808E+01 295 1.168416029E+00 1.214340597E+0 -4.592456800E-02 1.168416029E+00 1.214340597E+0 -4.592456800E-02
1.574996808E+01 300 1.168095369E+00 1.210445594E+0 -4.235022500E-02 1.168095369E+00 1.210445594E+0 -4.235022500E-02
1.574996808E+01 305 1.173437835E+00 1.206799292E+0 -3.336145700E-02 1.173437835E+00 1.206799292E+0 -3.336145700E-02
1.574996808E+01 310 1.176395154E+00 1.203382011E+0 -2.698685700E-02 1.176395154E+00 1.203382011E+0 -2.698685700E-02
1.574996808E+01 315 1.176100931E+00 1.200176009E+0 -2.407507800E-02 1.176100931E+00 1.200176009E+0 -2.407507800E-02
1.574996808E+01 320 1.166176702E+00 1.197165262E+0 -3.098856000E-02 1.166176702E+00 1.197165262E+0 -3.098856000E-02
1.574996808E+01 325 1.156788216E+00 1.194335263E+0 -3.754704700E-02 1.156788216E+00 1.194335263E+0 -3.754704700E-02
1.574996808E+01 330 1.137089567E+00 1.191672855E+0 -5.458328800E-02 1.137089567E+00 1.191672855E+0 -5.458328800E-02
1.574996808E+01 335 1.117222618E+00 1.189166080E+0 -7.194346200E-02 1.117222618E+00 1.189166080E+0 -7.194346200E-02
1.574996808E+01 340 1.102870719E+00 1.186804050E+0 -8.393333100E-02 1.102870719E+00 1.186804050E+0 -8.393333100E-02
1.600000000E+01 290 1.169466141E+00 1.240545485E+0 -7.107934400E-02 1.169466141E+00 1.240545485E+0 -7.107934400E-02
1.600000000E+01 295 1.176584684E+00 1.235965057E+0 -5.938037300E-02 1.176584684E+00 1.235965057E+0 -5.938037300E-02
1.600000000E+01 300 1.174032229E+00 1.231681963E+0 -5.764973400E-02 1.174032229E+00 1.231681963E+0 -5.764973400E-02
1.600000000E+01 305 1.180418445E+00 1.227672180E+0 -4.725373500E-02 1.180418445E+00 1.227672180E+0 -4.725373500E-02
1.600000000E+01 310 1.181841063E+00 1.223914101E+0 -4.207303800E-02 1.181841063E+00 1.223914101E+0 -4.207303800E-02
1.600000000E+01 315 1.182380575E+00 1.220388244E+0 -3.800766900E-02 1.182380575E+00 1.220388244E+0 -3.800766900E-02
