B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.148006629E+00 1.000122890E+0 1.478837390E-01 1.148006629E+00 1.000122890E+0 1.478837390E-01
1.500000000E+01 295 1.148232147E+00 1.000119140E+0 1.481130070E-01 1.148232147E+00 1.000119140E+0 1.481130070E-01
1.500000000E+01 300 1.135630691E+00 1.000115656E+0 1.355150350E-01 1.135630691E+00 1.000115656E+0 1.355150350E-01
1.500000000E+01 305 1.116178931E+00 1.000112415E+0 1.160665160E-01 1.116178931E+00 1.000112415E+0 1.160665160E-01
1.500000000E+01 310 1.095797512E+00 1.000109393E+0 9.568811900E-02 1.095797512E+00 1.000109393E+0 9.568811900E-02
1.500000000E+01 315 1.077601948E+00 1.000106572E+0 7.749537600E-02 1.077601948E+00 1.000106572E+0 7.749537600E-02
1.500000000E+01 320 1.019116917E+00 1.000103934E+0 1.901298300E-02 1.019116917E+00 1.000103934E+0 1.901298300E-02
1.500000000E+01 325 1.008694303E+00 1.000101464E+0 8.592839000E-03 1.008694303E+00 1.000101464E+0 8.592839000E-03
1.500000000E+01 330 1.008197138E+00 1.000099148E+0 8.097990000E-03 1.008197138E+00 1.000099148E+0 8.097990000E-03
1.500000000E+01 335 1.009400398E+00 1.000096974E+0 9.303424000E-03 1.009400398E+00 1.000096974E+0 9.303424000E-03
1.500000000E+01 340 1.011875603E+00 1.000094930E+0 1.178067300E-02 1.011875603E+00 1.000094930E+0 1.178067300E-02
1.524993176E+01 290 1.155234878E+00 1.000128619E+0 1.551062590E-01 1.155234878E+00 1.000128619E+0 1.551062590E-01
1.524993176E+01 295 1.158050950E+00 1.000124694E+0 1.579262560E-01 1.158050950E+00 1.000124694E+0 1.579262560E-01
1.524993176E+01 300 1.155469473E+00 1.000121048E+0 1.553484250E-01 1.155469473E+00 1.000121048E+0 1.553484250E-01
1.524993176E+01 305 1.157538650E+00 1.000117655E+0 1.574209950E-01 1.157538650E+00 1.000117655E+0 1.574209950E-01
1.524993176E+01 310 1.138257311E+00 1.000114492E+0 1.381428190E-01 1.138257311E+00 1.000114492E+0 1.381428190E-01
1.524993176E+01 315 1.122958090E+00 1.000111540E+0 1.228465500E-01 1.122958090E+00 1.000111540E+0 1.228465500E-01
1.524993176E+01 320 1.107382547E+00 1.000108779E+0 1.072737680E-01 1.107382547E+00 1.000108779E+0 1.072737680E-01
1.524993176E+01 325 1.082623900E+00 1.000106194E+0 8.251770600E-02 1.082623900E+00 1.000106194E+0 8.251770600E-02
1.524993176E+01 330 1.018908262E+00 1.000103770E+0 1.880449200E-02 1.018908262E+00 1.000103770E+0 1.880449200E-02
1.524993176E+01 335 1.007593275E+00 1.000101494E+0 7.491781000E-03 1.007593275E+00 1.000101494E+0 7.491781000E-03
1.524993176E+01 340 1.007200961E+00 1.000099355E+0 7.101606000E-03 1.007200961E+00 1.000099355E+0 7.101606000E-03
1.549996187E+01 290 1.160674492E+00 1.000137047E+0 1.605374450E-01 1.160674492E+00 1.000137047E+0 1.605374450E-01
1.549996187E+01 295 1.166903539E+00 1.000132865E+0 1.667706740E-01 1.166903539E+00 1.000132865E+0 1.667706740E-01
1.549996187E+01 300 1.163800894E+00 1.000128980E+0 1.636719140E-01 1.163800894E+00 1.000128980E+0 1.636719140E-01
1.549996187E+01 305 1.168436621E+00 1.000125365E+0 1.683112560E-01 1.168436621E+00 1.000125365E+0 1.683112560E-01
1.549996187E+01 310 1.171699887E+00 1.000121995E+0 1.715778920E-01 1.171699887E+00 1.000121995E+0 1.715778920E-01
1.549996187E+01 315 1.164458684E+00 1.000118849E+0 1.643398350E-01 1.164458684E+00 1.000118849E+0 1.643398350E-01
1.549996187E+01 320 1.148272473E+00 1.000115907E+0 1.481565660E-01 1.148272473E+00 1.000115907E+0 1.481565660E-01
1.549996187E+01 325 1.133766967E+00 1.000113153E+0 1.336538140E-01 1.133766967E+00 1.000113153E+0 1.336538140E-01
1.549996187E+01 330 1.111934178E+00 1.000110570E+0 1.118236080E-01 1.111934178E+00 1.000110570E+0 1.118236080E-01
1.549996187E+01 335 1.093592736E+00 1.000108146E+0 9.348459000E-02 1.093592736E+00 1.000108146E+0 9.348459000E-02
1.549996187E+01 340 1.017128938E+00 1.000105866E+0 1.702307200E-02 1.017128938E+00 1.000105866E+0 1.702307200E-02
1.574996808E+01 290 1.165753137E+00 1.000148535E+0 1.656046020E-01 1.165753137E+00 1.000148535E+0 1.656046020E-01
1.574996808E+01 295 1.172685925E+00 1.000144003E+0 1.725419220E-01 1.172685925E+00 1.000144003E+0 1.725419220E-01
1.574996808E+01 300 1.173507534E+00 1.000139792E+0 1.733677420E-01 1.173507534E+00 1.000139792E+0 1.733677420E-01
1.574996808E+01 305 1.176033464E+00 1.000135874E+0 1.758975900E-01 1.176033464E+00 1.000135874E+0 1.758975900E-01
1.574996808E+01 310 1.181585610E+00 1.000132221E+0 1.814533890E-01 1.181585610E+00 1.000132221E+0 1.814533890E-01
1.574996808E+01 315 1.182241065E+00 1.000128812E+0 1.821122530E-01 1.182241065E+00 1.000128812E+0 1.821122530E-01
1.574996808E+01 320 1.181968029E+00 1.000125623E+0 1.818424060E-01 1.181968029E+00 1.000125623E+0 1.818424060E-01
1.574996808E+01 325 1.171742445E+00 1.000122638E+0 1.716198070E-01 1.171742445E+00 1.000122638E+0 1.716198070E-01
1.574996808E+01 330 1.162300576E+00 1.000119839E+0 1.621807370E-01 1.162300576E+00 1.000119839E+0 1.621807370E-01
1.574996808E+01 335 1.143648880E+00 1.000117211E+0 1.435316690E-01 1.143648880E+00 1.000117211E+0 1.435316690E-01
1.574996808E+01 340 1.126257509E+00 1.000114740E+0 1.261427690E-01 1.126257509E+00 1.000114740E+0 1.261427690E-01
1.600000000E+01 290 1.170272019E+00 1.000163620E+0 1.701083990E-01 1.170272019E+00 1.000163620E+0 1.701083990E-01
1.600000000E+01 295 1.177733513E+00 1.000158627E+0 1.775748860E-01 1.177733513E+00 1.000158627E+0 1.775748860E-01
1.600000000E+01 300 1.184951900E+00 1.000153989E+0 1.847979110E-01 1.184951900E+00 1.000153989E+0 1.847979110E-01
1.600000000E+01 305 1.182486067E+00 1.000149673E+0 1.823363940E-01 1.182486067E+00 1.000149673E+0 1.823363940E-01
1.600000000E+01 310 1.188986684E+00 1.000145650E+0 1.888410340E-01 1.188986684E+00 1.000145650E+0 1.888410340E-01
1.600000000E+01 315 1.189795091E+00 1.000141894E+0 1.896531970E-01 1.189795091E+00 1.000141894E+0 1.896531970E-01
1.600000000E+01 320 1.191386536E+00 1.000138382E+0 1.912481540E-01 1.191386536E+00 1.000138382E+0 1.912481540E-01
1.600000000E+01 325 1.195568404E+00 1.000135093E+0 1.954333110E-01 1.195568404E+00 1.000135093E+0 1.954333110E-01
1.600000000E+01 330 1.198182940E+00 1.000132010E+0 1.980509300E-01 1.198182940E+00 1.000132010E+0 1.980509300E-01
1.600000000E+01 335 1.189035167E+00 1.000129115E+0 1.889060520E-01 1.189035167E+00 1.000129115E+0 1.889060520E-01
