B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.150535618E+00 1.000002852E+0 1.505327660E-01 1.150535618E+00 1.000002852E+0 1.505327660E-01
1.500000000E+01 295 1.155072075E+00 1.000002753E+0 1.550693220E-01 1.155072075E+00 1.000002753E+0 1.550693220E-01
1.500000000E+01 300 1.158073752E+00 1.000002661E+0 1.580710910E-01 1.158073752E+00 1.000002661E+0 1.580710910E-01
1.500000000E+01 305 1.143009556E+00 1.000002576E+0 1.430069800E-01 1.143009556E+00 1.000002576E+0 1.430069800E-01
1.500000000E+01 310 1.124317125E+00 1.000002497E+0 1.243146280E-01 1.124317125E+00 1.000002497E+0 1.243146280E-01
1.500000000E+01 315 1.103184737E+00 1.000002423E+0 1.031823140E-01 1.103184737E+00 1.000002423E+0 1.031823140E-01
1.500000000E+01 320 1.084522753E+00 1.000002355E+0 8.452039800E-02 1.084522753E+00 1.000002355E+0 8.452039800E-02
1.500000000E+01 325 1.018462628E+00 1.000002290E+0 1.846033800E-02 1.018462628E+00 1.000002290E+0 1.846033800E-02
1.500000000E+01 330 1.016891881E+00 1.000002230E+0 1.688965100E-02 1.016891881E+00 1.000002230E+0 1.688965100E-02
1.500000000E+01 335 1.015722484E+00 1.000002174E+0 1.572031000E-02 1.015722484E+00 1.000002174E+0 1.572031000E-02
1.500000000E+01 340 1.017873104E+00 1.000002121E+0 1.787098300E-02 1.017873104E+00 1.000002121E+0 1.787098300E-02
1.524993176E+01 290 1.16316255E+00 1.000002985E+0 1.631595650E-01 1.16316255E+00 1.000002985E+0 1.631595650E-01
1.524993176E+01 295 1.163405474E+00 1.000002881E+0 1.634025930E-01 1.163405474E+00 1.000002881E+0 1.634025930E-01
1.524993176E+01 300 1.168752900E+00 1.000002785E+0 1.687501150E-01 1.168752900E+00 1.000002785E+0 1.687501150E-01
1.524993176E+01 305 1.173110521E+00 1.000002696E+0 1.731078250E-01 1.173110521E+00 1.000002696E+0 1.731078250E-01
1.524993176E+01 310 1.175811798E+00 1.000002613E+0 1.758091850E-01 1.175811798E+00 1.000002613E+0 1.758091850E-01
1.524993176E+01 315 1.152137421E+00 1.000002536E+0 1.521348850E-01 1.152137421E+00 1.000002536E+0 1.521348850E-01
1.524993176E+01 320 1.132795922E+00 1.000002464E+0 1.327934580E-01 1.132795922E+00 1.000002464E+0 1.327934580E-01
1.524993176E+01 325 1.118840017E+00 1.000002397E+0 1.188376200E-01 1.118840017E+00 1.000002397E+0 1.188376200E-01
1.524993176E+01 330 1.093934102E+00 1.000002334E+0 9.393176800E-02 1.093934102E+00 1.000002334E+0 9.393176800E-02
1.524993176E+01 335 1.016115207E+00 1.000002276E+0 1.611293100E-02 1.016115207E+00 1.000002276E+0 1.611293100E-02
1.524993176E+01 340 1.014956829E+00 1.000002220E+0 1.495460900E-02 1.014956829E+00 1.000002220E+0 1.495460900E-02
1.549996187E+01 290 1.172268556E+00 1.000003180E+0 1.722653760E-01 1.172268556E+00 1.000003180E+0 1.722653760E-01
1.549996187E+01 295 1.172308166E+00 1.000003070E+0 1.723050960E-01 1.172308166E+00 1.000003070E+0 1.723050960E-01
1.549996187E+01 300 1.175530628E+00 1.000002968E+0 1.755276600E-01 1.175530628E+00 1.000002968E+0 1.755276600E-01
1.549996187E+01 305 1.181696286E+00 1.000002873E+0 1.816934130E-01 1.181696286E+00 1.000002873E+0 1.816934130E-01
1.549996187E+01 310 1.187203765E+00 1.000002785E+0 1.872009800E-01 1.187203765E+00 1.000002785E+0 1.872009800E-01
1.549996187E+01 315 1.182636126E+00 1.000002702E+0 1.826334240E-01 1.182636126E+00 1.000002702E+0 1.826334240E-01
1.549996187E+01 320 1.181246461E+00 1.000002626E+0 1.812438350E-01 1.181246461E+00 1.000002626E+0 1.812438350E-01
1.549996187E+01 325 1.160363098E+00 1.000002554E+0 1.603605440E-01 1.160363098E+00 1.000002554E+0 1.603605440E-01
1.549996187E+01 330 1.149324617E+00 1.000002487E+0 1.493221300E-01 1.149324617E+00 1.000002487E+0 1.493221300E-01
1.549996187E+01 335 1.129387766E+00 1.000002425E+0 1.293853410E-01 1.129387766E+00 1.000002425E+0 1.293853410E-01
1.549996187E+01 340 1.105008800E+00 1.000002366E+0 1.050064340E-01 1.105008800E+00 1.000002366E+0 1.050064340E-01
1.574996808E+01 290 1.177223098E+00 1.000003447E+0 1.772196510E-01 1.177223098E+00 1.000003447E+0 1.772196510E-01
1.574996808E+01 295 1.184674391E+00 1.000003327E+0 1.846710640E-01 1.184674391E+00 1.000003327E+0 1.846710640E-01
1.574996808E+01 300 1.182056555E+00 1.000003216E+0 1.820533390E-01 1.182056555E+00 1.000003216E+0 1.820533390E-01
1.574996808E+01 305 1.189085726E+00 1.000003114E+0 1.890826120E-01 1.189085726E+00 1.000003114E+0 1.890826120E-01
1.574996808E+01 310 1.195733808E+00 1.000003018E+0 1.957307900E-01 1.195733808E+00 1.000003018E+0 1.957307900E-01
1.574996808E+01 315 1.196412330E+00 1.000002929E+0 1.964094010E-01 1.196412330E+00 1.000002929E+0 1.964094010E-01
1.574996808E+01 320 1.198332524E+00 1.000002846E+0 1.983296780E-01 1.198332524E+00 1.000002846E+0 1.983296780E-01
1.574996808E+01 325 1.202669779E+00 1.000002768E+0 2.026670110E-01 1.202669779E+00 1.000002768E+0 2.026670110E-01
1.574996808E+01 330 1.189810593E+00 1.000002696E+0 1.898078970E-01 1.189810593E+00 1.000002696E+0 1.898078970E-01
1.574996808E+01 335 1.180668566E+00 1.000002628E+0 1.806659380E-01 1.180668566E+00 1.000002628E+0 1.806659380E-01
1.574996808E+01 340 1.161896980E+00 1.000002564E+0 1.618944160E-01 1.161896980E+00 1.000002564E+0 1.618944160E-01
1.600000000E+01 290 1.191152411E+00 1.000003797E+0 1.911486140E-01 1.191152411E+00 1.000003797E+0 1.911486140E-01
1.600000000E+01 295 1.189921889E+00 1.000003665E+0 1.899182240E-01 1.189921889E+00 1.000003665E+0 1.899182240E-01
1.600000000E+01 300 1.197800083E+00 1.000003543E+0 1.977965400E-01 1.197800083E+00 1.000003543E+0 1.977965400E-01
1.600000000E+01 305 1.195304039E+00 1.000003430E+0 1.953006090E-01 1.195304039E+00 1.000003430E+0 1.953006090E-01
1.600000000E+01 310 1.202868361E+00 1.000003324E+0 2.028650370E-01 1.202868361E+00 1.000003324E+0 2.028650370E-01
1.600000000E+01 315 1.210157967E+00 1.000003226E+0 2.101547410E-01 1.210157967E+00 1.000003226E+0 2.101547410E-01
1.600000000E+01 320 1.207514355E+00 1.000003135E+0 2.075112200E-01 1.207514355E+00 1.000003135E+0 2.075112200E-01
1.600000000E+01 325 1.214058094E+00 1.000003050E+0 2.140550440E-01 1.214058094E+00 1.000003050E+0 2.140550440E-01
1.600000000E+01 330 1.215000101E+00 1.000002970E+0 2.149971310E-01 1.215000101E+00 1.000002970E+0 2.149971310E-01
1.600000000E+01 335 1.219156588E+00 1.000002895E+0 2.191536930E-01 1.219156588E+00 1.000002895E+0 2.191536930E-01
1.600000000E+01 340 1.207410992E+00 1.000002825E+0 2.074081670E-01 1.207410992E+00 1.000002825E+0 2.074081670E-01
1.624993176E+01 290 1.209167748E+00 1.000004247E+0 2.091635010E-01 1.209167748E+00 1.000004247E+0 2.091635010E-01
1.624993176E+01 295 1.194753837E+00 1.000004100E+0 1.947497370E-01 1.194753837E+00 1.000004100E+0 1.947497370E-01
1.624993176E+01 300 1.202937967E+00 1.000003963E+0 2.029340040E-01 1.202937967E+00 1.000003963E+0 2.029340040E-01
1.624993176E+01 305 1.204991276E+00 1.000003837E+0 2.049874390E-01 1.204991276E+00 1.000003837E+0 2.049874390E-01
1.624993176E+01 310 1.209132796E+00 1.000003719E+0 2.091290770E-01 1.209132796E+00 1.000003719E+0 2.091290770E-01
1.624993176E+01 315 1.217112234E+00 1.000003609E+0 2.171086250E-01 1.217112234E+00 1.000003609E+0 2.171086250E-01
1.624993176E+01 320 1.220975694E+00 1.000003507E+0 2.209721870E-01 1.220975694E+00 1.000003507E+0 2.209721870E-01
