N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 -1.606753400E-02 -1.643774200E-02 -1.658223200E-02 -1.649845700E-02 -1.616818700E-02 -1.555353800E-02 -1.462936900E-02 -1.329708400E-02 -1.145055000E-02 -9.109014000E-03 -6.293966000E-03 -3.178600000E-03 -2.995800000E-05 2.839130000E-03 5.170772000E-03 6.882529000E-03 7.964221000E-03 8.495940000E-03 8.551189000E-03
1.600000000E+01 2.953333400E-02 3.015427300E-02 3.072255500E-02 3.120063100E-02 3.156949600E-02 3.182589700E-02 3.197560700E-02 3.201043500E-02 3.196196000E-02 3.184023300E-02 3.167249600E-02 3.146792100E-02 3.127486200E-02 3.111100700E-02 3.104380600E-02 3.107325700E-02 3.119589500E-02 3.135744800E-02 3.152733600E-02
1.700000000E+01 4.375735300E-02 4.544701800E-02 4.734436200E-02 4.947834500E-02 5.176708700E-02 5.404167400E-02 5.610766200E-02 5.782117800E-02 5.914371800E-02 6.015125800E-02 6.099787400E-02 6.184818200E-02 6.283679700E-02 6.399868100E-02 6.527501900E-02 6.655122900E-02 6.766967800E-02 6.854842000E-02 6.913007200E-02
1.549996187E+01 2.105707800E-02 2.073708600E-02 2.047431200E-02 2.028871800E-02 2.017600200E-02 2.013452100E-02 2.016673200E-02 2.027287500E-02 2.046337200E-02 2.072044200E-02 2.104535700E-02 2.141825300E-02 2.178048700E-02 2.214617000E-02 2.242285800E-02 2.255980000E-02 2.255429600E-02 2.240703000E-02 2.213851800E-02
1.649996187E+01 4.369436100E-02 4.543717900E-02 4.731349500E-02 4.917083400E-02 5.083036800E-02 5.214160600E-02 5.301694600E-02 5.344092700E-02 5.346425200E-02 5.319270300E-02 5.277310900E-02 5.237200700E-02 5.214348800E-02 5.219021800E-02 5.253259800E-02 5.310603000E-02 5.379267600E-02 5.446937500E-02 5.504250900E-02
1.674996808E+01 4.558674600E-02 4.747276700E-02 4.959473100E-02 5.185534100E-02 5.406038400E-02 5.598208200E-02 5.743757600E-02 5.834813100E-02 5.875822300E-02 5.880738600E-02 5.872371700E-02 5.870181400E-02 5.890671900E-02 5.940757100E-02 6.016867500E-02 6.109017300E-02 6.200605400E-02 6.281397300E-02 6.340154400E-02
1.624993176E+01 3.650975700E-02 3.778276500E-02 3.905361600E-02 4.021020600E-02 4.116283300E-02 4.186025800E-02 4.228722900E-02 4.245423300E-02 4.238987600E-02 4.213996800E-02 4.177088400E-02 4.137055600E-02 4.103989200E-02 4.087140600E-02 4.092002200E-02 4.118086000E-02 4.159099900E-02 4.205807700E-02 4.249653000E-02
1.574996808E+01 2.627588900E-02 2.633111800E-02 2.637647600E-02 2.639240400E-02 2.641171500E-02 2.642304700E-02 2.644055100E-02 2.645713200E-02 2.649416600E-02 2.653822000E-02 2.657998900E-02 2.662769800E-02 2.664970500E-02 2.667536600E-02 2.667402700E-02 2.665730500E-02 2.660736600E-02 2.653636900E-02 2.642264200E-02
1.524993176E+01 1.006163400E-02 9.635882000E-03 9.348567000E-03 9.194744000E-03 9.170188000E-03 9.276488000E-03 9.522916000E-03 9.925013000E-03 1.049921200E-02 1.125274300E-02 1.216993600E-02 1.320007600E-02 1.425641900E-02 1.523279200E-02 1.603045000E-02 1.659081300E-02 1.687199100E-02 1.688067900E-02 1.664389200E-02
