fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
L721 55000183.076 340.24 34.077 2.438184649E-01 1.547888005E-04 2.283869815E-05 1.813673921E-01 1.259222281E-04 6.051530372E-01 0.000000000E+00 
L722 55025866.031 340.06 34.095 2.449440874E-01 1.555329716E-04 2.318024392E-05 1.835005789E-01 1.263340337E-04 6.084551498E-01 0.000000000E+00 
L723 55046866.879 339.96 34.105 2.463942281E-01 1.561229523E-04 2.346231050E-05 1.846183102E-01 1.270987980E-04 6.099208681E-01 0.000000000E+00 
L724 55067867.613 339.9 34.111 2.464201557E-01 1.569737694E-04 2.355980912E-05 1.842139220E-01 1.278872872E-04 6.090717449E-01 0.000000000E+00 
L725 55088868.502 339.85 34.116 2.472557679E-01 1.576754847E-04 2.382171791E-05 1.860923202E-01 1.280084490E-04 6.110299123E-01 0.000000000E+00 
L726 55110099.2157 339.82 34.119 2.479899097E-01 1.584842391E-04 2.403164986E-05 1.860882631E-01 1.291512558E-04 6.114535887E-01 0.000000000E+00 
L727 55131100.051 339.81 34.12 2.477384161E-01 1.594910444E-04 2.421960069E-05 1.856965890E-01 1.304173373E-04 6.129673185E-01 0.000000000E+00 
L728 55152091.2374 339.8 34.121 2.489795909E-01 1.601787332E-04 2.438687191E-05 1.869585579E-01 1.304326378E-04 6.114873733E-01 0.000000000E+00 
L729 55173092.0628 339.8 34.121 2.489204095E-01 1.608180188E-04 2.452686912E-05 1.862050425E-01 1.317248334E-04 6.126986160E-01 0.000000000E+00 
L730 55194111.362 339.79 34.122 2.499203761E-01 1.617527531E-04 2.473212702E-05 1.874486187E-01 1.319458889E-04 6.117980965E-01 0.000000000E+00 
L731 55215095.8534 339.8 34.121 2.497037493E-01 1.623577384E-04 2.482502868E-05 1.877044244E-01 1.322547308E-04 6.123386926E-01 0.000000000E+00 
L732 55236094.3654 339.81 34.12 2.501930826E-01 1.627137948E-04 2.497892002E-05 1.882304697E-01 1.327119959E-04 6.135839425E-01 0.000000000E+00 
L733 55257095.1137 339.84 34.117 2.502630604E-01 1.633694752E-04 2.505133441E-05 1.878741560E-01 1.333322361E-04 6.127216120E-01 0.000000000E+00 
L734 55278096.4384 339.86 34.115 2.502345610E-01 1.640737004E-04 2.523473465E-05 1.879908672E-01 1.342306971E-04 6.146281933E-01 0.000000000E+00 
L735 55299096.7237 339.87 34.114 2.514583902E-01 1.649797083E-04 2.546255459E-05 1.874176185E-01 1.358507337E-04 6.137695105E-01 0.000000000E+00 
L736 55320097.778 339.88 34.113 2.515381691E-01 1.655463662E-04 2.558509684E-05 1.892434713E-01 1.352008004E-04 6.144174156E-01 0.000000000E+00 
L737 55341098.6376 339.92 34.109 2.523681012E-01 1.664585499E-04 2.579428256E-05 1.882803841E-01 1.369917796E-04 6.140205209E-01 0.000000000E+00 
