fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
L289 45330164.812 340.31 34.07 2.424980990E-01 1.558559341E-04 2.251421879E-05 1.804665641E-01 1.247550952E-04 5.956967098E-01 0.000000000E+00 
L290 45355722.763 340.19 34.082 2.436059021E-01 1.565543078E-04 2.287175923E-05 1.805421010E-01 1.266865330E-04 5.997175277E-01 0.000000000E+00 
L291 45376733.189 340.03 34.098 2.445787721E-01 1.566621439E-04 2.297534746E-05 1.830297975E-01 1.255239868E-04 5.996243520E-01 0.000000000E+00 
L292 45397755.007 339.96 34.105 2.457454595E-01 1.576558649E-04 2.317994744E-05 1.837357721E-01 1.261457830E-04 5.982969830E-01 0.000000000E+00 
L293 45418764.885 339.94 34.107 2.455780428E-01 1.583561358E-04 2.339088644E-05 1.823736639E-01 1.282653173E-04 6.014814682E-01 0.000000000E+00 
L294 45439785.726 339.91 34.11 2.462740406E-01 1.594081250E-04 2.348627075E-05 1.840472375E-01 1.275890266E-04 5.982531222E-01 0.000000000E+00 
L295 45460786.329 339.89 34.112 2.466011466E-01 1.600402044E-04 2.379576191E-05 1.837488974E-01 1.295021462E-04 6.029418454E-01 0.000000000E+00 
L296 45481777.46 339.88 34.113 2.468323479E-01 1.611889007E-04 2.393311053E-05 1.829782416E-01 1.308111070E-04 6.015364365E-01 0.000000000E+00 
L297 45502778.171 339.87 34.114 2.473800441E-01 1.618046089E-04 2.407338119E-05 1.829419220E-01 1.316049564E-04 6.014250904E-01 0.000000000E+00 
L298 45524009.34622 339.87 34.114 2.478375799E-01 1.621906385E-04 2.415951812E-05 1.855866702E-01 1.301778132E-04 6.010288577E-01 0.000000000E+00 
L299 45545010.0753 339.86 34.115 2.481765527E-01 1.628816839E-04 2.431110605E-05 1.866952645E-01 1.302280818E-04 6.014114879E-01 0.000000000E+00 
L300 45566010.7632 339.86 34.115 2.487662940E-01 1.637113838E-04 2.452435019E-05 1.860049543E-01 1.318339532E-04 6.021810620E-01 0.000000000E+00 
