N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 2.427032000E-03 1.883147000E-03 1.526415000E-03 1.272821000E-03
1.016672606E+01 1.780313000E-03 1.369241000E-03 1.102678000E-03 9.147170000E-04
1.033324570E+01 1.280420000E-03 9.782920000E-04 7.841030000E-04 6.480190000E-04
1.049996187E+01 9.074120000E-04 6.900750000E-04 5.513020000E-04 4.544880000E-04
1.066670514E+01 6.363510000E-04 4.824790000E-04 3.846940000E-04 3.166880000E-04
1.083333839E+01 4.436650000E-04 3.354480000E-04 2.672380000E-04 2.198960000E-04
1.100000000E+01 -2.751120000E-04 2.325540000E-04 1.853130000E-04 1.525640000E-04
1.116672606E+01 -1.859710000E-04 1.611560000E-04 1.286040000E-04 1.060530000E-04
1.133324570E+01 -1.309850000E-04 1.119130000E-04 8.957000000E-05 7.409900000E-05
1.149996187E+01 -8.578200000E-05 7.810200000E-05 6.282000000E-05 5.224700000E-05
1.166670514E+01 -5.424100000E-05 -5.821900000E-05 4.456600000E-05 3.737900000E-05
1.183333839E+01 -3.198900000E-05 -3.200700000E-05 -2.939500000E-05 -2.461900000E-05
1.200000000E+01 -1.602400000E-05 -1.305400000E-05 -7.791000000E-06 -9.140000001E-07
1.216672606E+01 -4.429000000E-06 5.820000000E-07 7.332000000E-06 1.493700000E-05
1.233324570E+01 3.942000000E-06 9.971000000E-06 1.695000000E-05 2.405900000E-05
1.249996187E+01 9.616000000E-06 1.563200000E-05 2.189700000E-05 2.780800000E-05
1.266670514E+01 1.290200000E-05 1.816700000E-05 2.326900000E-05 2.790700000E-05
1.283333839E+01 1.417200000E-05 1.839900000E-05 2.241500000E-05 2.603800000E-05
1.300000000E+01 1.399000000E-05 1.730100000E-05 2.048200000E-05 2.339800000E-05
