N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.546009050E-01 -1.516214430E-01 -1.492581260E-01 -1.472439250E-01
1.600000000E+01 2.941550900E-02 2.939741300E-02 2.893138400E-02 2.867521700E-02
1.700000000E+01 5.942100800E-02 5.816647300E-02 5.623702500E-02 5.629892600E-02
1.549996187E+01 -1.476291000E-03 -1.787477000E-03 -1.091610000E-04 1.475629000E-03
1.649996187E+01 4.973094200E-02 4.969527500E-02 4.906827600E-02 4.866489800E-02
1.674996808E+01 5.811465200E-02 5.569762100E-02 5.557361900E-02 5.500633700E-02
1.624993176E+01 3.926841000E-02 3.907703800E-02 3.876154000E-02 3.802939400E-02
1.574996808E+01 1.989434800E-02 1.971892400E-02 1.976188400E-02 2.075183200E-02
1.524993176E+01 -6.534563100E-02 -6.255207700E-02 -5.898775100E-02 -5.501876900E-02
