N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -4.780786000E-03 -3.178600000E-03 -1.806075000E-03 -1.769384000E-03
1.600000000E+01 3.195202400E-02 3.146792100E-02 3.101741000E-02 2.999776000E-02
1.700000000E+01 6.356215100E-02 6.184818200E-02 5.975736900E-02 5.918732000E-02
1.549996187E+01 2.193455800E-02 2.141825300E-02 2.262814100E-02 2.285807200E-02
1.649996187E+01 5.414460200E-02 5.237200700E-02 5.153550100E-02 5.080119000E-02
1.674996808E+01 6.180059700E-02 5.870181400E-02 5.819944800E-02 5.784625900E-02
1.624993176E+01 4.215552100E-02 4.137055600E-02 4.052824900E-02 3.987867900E-02
1.574996808E+01 2.662353600E-02 2.662769800E-02 2.593070000E-02 2.640112800E-02
1.524993176E+01 1.256193000E-02 1.320007600E-02 1.417308100E-02 1.481387800E-02
