fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
00L1 7:27 300.5 38.58 1.000E+000 2.688E+000 1.665E-005 1.613E+004 2.711E+000 1.848E-008 1.713E-004 2.167E-001 1.712E-004 1.565E-005 4.218E-001 1.371E-001 1.141E-004 3.587E-003 
00L2 7:45 305.1 38 1.000E+000 2.929E+000 1.247E-005 1.353E+004 2.720E+000 2.038E-008 1.740E-004 2.020E-001 1.739E-004 1.427E-005 4.063E-001 1.259E-001 1.133E-004 1.105E-003 
00L3 7:59 307.4 37.72 1.000E+000 3.018E+000 1.357E-005 1.232E+004 2.707E+000 2.227E-008 1.746E-004 1.958E-001 1.744E-004 1.367E-005 4.004E-001 1.212E-001 1.127E-004 7.241E-004 
00L4 8:12 309.9 37.41 1.000E+000 3.155E+000 1.229E-005 1.108E+004 2.695E+000 2.401E-008 1.742E-004 1.875E-001 1.741E-004 1.281E-005 3.926E-001 1.152E-001 1.111E-004 6.806E-004 
00L5 8:25 312.8 37.07 1.000E+000 3.229E+000 1.152E-005 9.732E+003 2.693E+000 2.570E-008 1.757E-004 1.784E-001 1.755E-004 1.201E-005 3.834E-001 1.086E-001 1.105E-004 1.908E-003 
00L6 8:39 315.6 36.74 1.000E+000 3.334E+000 1.079E-005 8.538E+003 2.688E+000 2.753E-008 1.770E-004 1.697E-001 1.768E-004 1.124E-005 3.748E-001 1.023E-001 1.098E-004 2.122E-003 
00L7 8:56 318.6 36.39 1.000E+000 3.981E+000 1.143E-005 7.379E+003 2.672E+000 3.052E-008 1.776E-004 1.614E-001 1.773E-004 1.049E-005 3.666E-001 9.640E-002 1.087E-004 3.005E-003 
00L8 9:13 321.7 36.04 1.000E+000 3.861E+000 1.104E-005 6.318E+003 2.665E+000 3.350E-008 1.777E-004 1.526E-001 1.774E-004 9.685E-006 3.577E-001 9.020E-002 1.073E-004 1.150E-003 
00L9 9:31 324.5 35.73 1.000E+000 4.193E+000 1.252E-005 5.484E+003 2.644E+000 3.713E-008 1.792E-004 1.458E-001 1.788E-004 9.152E-006 3.511E-001 8.550E-002 1.069E-004 9.007E-004 
0L10 9:46 328.6 35.28 1.000E+000 4.083E+000 1.172E-005 4.484E+003 2.639E+000 4.092E-008 1.788E-004 1.333E-001 1.783E-004 8.061E-006 3.391E-001 7.710E-002 1.044E-004 3.090E-003 
0L11 9:59 331.3 35 1.000E+000 3.872E+000 1.196E-005 3.977E+003 2.633E+000 4.372E-008 1.784E-004 1.255E-001 1.779E-004 7.415E-006 3.322E-001 7.190E-002 1.030E-004 1.308E-003 
0L12 10:20 335.2 34.59 1.000E+000 4.549E+000 1.222E-005 3.465E+003 2.632E+000 4.781E-008 1.786E-004 1.153E-001 1.779E-004 6.631E-006 3.233E-001 6.530E-002 1.014E-004 1.274E-003 
