fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UDT00 11:21:16 312.2 37.14 1.000E+000 7.955E-001 3.628E-007 1.000E+019 2.660E+000 3.973E-008 1.507E-007 1.741E-003 1.507E-007 6.591E-011 2.511E-001 9.000E-004 6.457E-008 6.256E-003 
UDT01 11:25:56 312.1 37.15 1.000E+000 6.897E-001 3.906E-007 1.000E+019 2.639E+000 3.995E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.435E-003 
UDT02 11:41:18 311.8 37.18 1.000E+000 9.033E-001 2.917E-007 1.000E+019 2.622E+000 4.046E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.538E-003 
UDT03 11:44:02 311.9 37.17 1.000E+000 6.702E-001 3.538E-007 1.000E+019 2.625E+000 4.025E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.363E-003 
UDT04 11:46:44 311.7 37.2 1.000E+000 9.301E-001 2.652E-007 1.000E+019 2.657E+000 3.882E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.645E-003 
UDT05 11:49:24 311.7 37.2 1.000E+000 7.108E-001 3.343E-007 1.000E+019 2.642E+000 3.994E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 4.782E-003 
UDT06 11:52:22 311.7 37.2 1.000E+000 6.651E-001 3.439E-007 1.000E+019 2.643E+000 4.037E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.721E-003 
UDT07 11:54:44 311.7 37.2 1.000E+000 8.499E-001 3.055E-007 1.000E+019 2.664E+000 3.921E-008 5.623E-008 6.705E-004 5.623E-008 9.339E-012 2.477E-001 3.000E-004 2.274E-008 4.327E-003 
UDT08 11:57:30 311.7 37.2 1.000E+000 7.308E-001 3.392E-007 1.000E+019 2.606E+000 4.169E-008 1.000E-015 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.550E+002 5.253E-003 
UDT09 12:00:10 311.6 37.21 1.000E+000 6.843E-001 3.396E-007 1.000E+019 2.638E+000 3.934E-008 1.213E-008 1.452E-004 1.213E-008 5.550E+002 5.550E+002 5.550E+002 5.550E+002 4.370E-003 
