T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
295 001_295 39.302 4.986760E-1 3.634632E-1 8.050230E+1 2.918220E+1 4.254980E-1 3.429176E-1 5.000000E-1 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 2.800E-4 1.000E+16
295 002_295 39.302 4.980910E-1 3.619769E-1 8.048780E+1 2.902360E+1 4.249710E-1 3.414765E-1 5.000000E-1 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 2.800E-4 1.000E+16
295 003_295 39.302 4.972700E-1 3.598484E-1 8.046650E+1 2.879770E+1 4.242090E-1 3.394278E-1 5.000000E-1 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 2.800E-4 1.000E+16
295 004_295 39.302 4.961390E-1 3.568333E-1 8.043540E+1 2.848040E+1 4.231350E-1 3.365403E-1 5.000000E-1 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 2.800E-4 1.000E+16
295 005_295 39.302 4.946170E-1 3.526267E-1 8.039020E+1 2.804260E+1 4.216890E-1 3.325019E-1 5.000000E-1 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 2.800E-4 1.000E+16
295 006_295 39.302 4.926250E-1 3.468786E-1 8.032630E+1 2.745260E+1 4.197950E-1 3.269752E-1 5.000000E-1 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 2.800E-4 1.000E+16
295 007_295 39.302 4.901050E-1 3.392382E-1 8.023960E+1 2.668170E+1 4.173540E-1 3.196532E-1 5.000000E-1 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 2.800E-4 1.000E+16
295 008_295 39.302 4.868660E-1 3.294352E-1 8.015520E+1 2.571230E+1 4.143650E-1 3.102612E-1 5.000000E-1 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 2.800E-4 1.000E+16
295 009_295 39.302 4.831460E-1 3.173826E-1 8.003800E+1 2.454640E+1 4.108300E-1 2.987413E-1 5.000000E-1 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 2.800E-4 1.000E+16
295 010_295 39.302 4.789600E-1 3.032552E-1 7.989970E+1 2.321050E+1 4.068460E-1 2.852483E-1 5.000000E-1 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 2.800E-4 1.000E+16
295 011_295 39.302 4.743120E-1 2.874780E-1 7.975870E+1 2.175090E+1 4.024900E-1 2.702041E-1 5.000000E-1 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 2.800E-4 1.000E+16
