T d154 d184 d214 d244
d 150 180 210 240
290 1.233890623E+00 1.233887791E+00 1.233771667E+00 1.233866721E+00
295 1.235377095E+00 1.235242333E+00 1.235259773E+00 1.235276453E+00
300 1.237306938E+00 1.237030871E+00 1.237065934E+00 1.237067727E+00
305 1.240233157E+00 1.239675576E+00 1.239788485E+00 1.239770476E+00
310 1.243478668E+00 1.242732231E+00 1.242771498E+00 1.242787098E+00
315 1.246418888E+00 1.245641658E+00 1.245577150E+00 1.245629656E+00
320 1.249660070E+00 1.249081188E+00 1.248623298E+00 1.248750819E+00
325 1.252657538E+00 1.251991634E+00 1.251414975E+00 1.251428175E+00
330 1.254789689E+00 1.254034041E+00 1.253471197E+00 1.253298691E+00
335 1.256799761E+00 1.255875855E+00 1.255219036E+00 1.254904101E+00
340 1.258059803E+00 1.256931506E+00 1.256138300E+00 1.255699185E+00
