N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+15 340 2.400E-4 1.010214417E+00 1.011776947E+00
1.468000E+10 3.162E+15 340 2.400E-4 1.010619732E+00 1.011734187E+00
2.154000E+10 3.162E+15 340 2.400E-4 1.010889343E+00 1.011672899E+00
3.162000E+10 3.162E+15 340 2.400E-4 1.011041058E+00 1.011586024E+00
4.642000E+10 3.162E+15 340 2.400E-4 1.011088946E+00 1.011464882E+00
6.813000E+10 3.162E+15 340 2.400E-4 1.011042251E+00 1.011299990E+00
1.000000E+11 3.162E+15 340 2.400E-4 1.010907525E+00 1.011083450E+00
1.468000E+11 3.162E+15 340 2.400E-4 1.010694185E+00 1.010813990E+00
2.154000E+11 3.162E+15 340 2.400E-4 1.010423778E+00 1.010505460E+00
3.162000E+11 3.162E+15 340 2.400E-4 1.010141654E+00 1.010197755E+00
4.642000E+11 3.162E+15 340 2.400E-4 1.009925887E+00 1.009965083E+00
6.813000E+11 3.162E+15 340 2.400E-4 1.009884260E+00 1.009912566E+00
1.000000E+12 3.162E+15 340 2.400E-4 1.010132882E+00 1.010154328E+00
1.468000E+12 3.162E+15 340 2.400E-4 1.010764050E+00 1.010781258E+00
2.154000E+12 3.162E+15 340 2.400E-4 1.011831208E+00 1.011845925E+00
3.162000E+12 3.162E+15 340 2.400E-4 1.020927487E+00 1.020936476E+00
4.642000E+12 3.162E+15 340 2.400E-4 1.046468219E+00 1.046483625E+00
6.813000E+12 3.162E+15 340 2.400E-4 1.067581200E+00 1.067598603E+00
1.000000E+13 3.162E+15 340 2.400E-4 1.086033048E+00 1.086050874E+00
