N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+15 340 2.400E-4 1.091979624E+00 1.092644928E+00
1.468000E+10 3.162E+15 340 2.400E-4 1.092413093E+00 1.093370671E+00
2.154000E+10 3.162E+15 340 2.400E-4 1.093824172E+00 1.094429448E+00
3.162000E+10 3.162E+15 340 2.400E-4 1.095536540E+00 1.095959871E+00
4.642000E+10 3.162E+15 340 2.400E-4 1.097752409E+00 1.098083859E+00
6.813000E+10 3.162E+15 340 2.400E-4 1.100919200E+00 1.101159619E+00
1.000000E+11 3.162E+15 340 2.400E-4 1.105318355E+00 1.105491100E+00
1.468000E+11 3.162E+15 340 2.400E-4 1.111215907E+00 1.111347363E+00
2.154000E+11 3.162E+15 340 2.400E-4 1.118845313E+00 1.118970885E+00
3.162000E+11 3.162E+15 340 2.400E-4 1.128510385E+00 1.128615313E+00
4.642000E+11 3.162E+15 340 2.400E-4 1.140172751E+00 1.140266659E+00
6.813000E+11 3.162E+15 340 2.400E-4 1.152811323E+00 1.152896028E+00
1.000000E+12 3.162E+15 340 2.400E-4 1.165682022E+00 1.165759680E+00
1.468000E+12 3.162E+15 340 2.400E-4 1.177361401E+00 1.177429994E+00
2.154000E+12 3.162E+15 340 2.400E-4 1.187084027E+00 1.187144229E+00
3.162000E+12 3.162E+15 340 2.400E-4 1.194610539E+00 1.194661827E+00
4.642000E+12 3.162E+15 340 2.400E-4 1.200128187E+00 1.200171407E+00
6.813000E+12 3.162E+15 340 2.400E-4 1.204716592E+00 1.204752907E+00
1.000000E+13 3.162E+15 340 2.400E-4 1.208548986E+00 1.208579434E+00
