T(K) Nd(cm-3) Mu(cm2/Vs)
77 1.00000E+13 2.66473E+4
77 1.38038E+13 2.58848E+4
77 1.90546E+13 2.49900E+4
77 2.63027E+13 2.39546E+4
77 3.63078E+13 2.27754E+4
77 5.01187E+13 2.14565E+4
77 6.91831E+13 2.00109E+4
77 9.54993E+13 1.84608E+4
77 1.31826E+14 1.68373E+4
77 1.81970E+14 1.51783E+4
77 2.51189E+14 1.35247E+4
77 3.46737E+14 1.19171E+4
77 4.78630E+14 1.03914E+4
77 6.60693E+14 8.97579E+3
77 9.12011E+14 7.68975E+3
77 1.25893E+15 6.54331E+3
77 1.73780E+15 5.53824E+3
77 2.39883E+15 4.66977E+3
77 3.31131E+15 3.92847E+3
77 4.57088E+15 3.30208E+3
77 6.30957E+15 2.77711E+3
77 8.70964E+15 2.33996E+3
77 1.20226E+16 1.97768E+3
77 1.65959E+16 1.67849E+3
77 2.29087E+16 1.43199E+3
77 3.16228E+16 1.22920E+3
77 4.36516E+16 1.06255E+3
77 6.02560E+16 9.25758E+2
77 8.31764E+16 8.13655E+2
77 1.14815E+17 7.22056E+2
77 1.58489E+17 6.47575E+2
77 2.18776E+17 5.87472E+2
77 3.01995E+17 5.39496E+2
77 4.16869E+17 5.01738E+2
77 5.75440E+17 4.72478E+2
77 7.94328E+17 4.50010E+2
77 1.09648E+18 4.32437E+2
77 1.51356E+18 4.17410E+2
77 2.08930E+18 4.01808E+2
77 2.88403E+18 3.81498E+2
77 3.98107E+18 3.51574E+2
77 5.49541E+18 3.07961E+2
77 7.58578E+18 2.50766E+2
77 1.04713E+19 1.86915E+2
77 1.44544E+19 1.27457E+2
77 1.99526E+19 8.06515E+1
77 2.75423E+19 4.83659E+1
77 3.80189E+19 2.80300E+1
77 5.24807E+19 1.59245E+1
77 7.24436E+19 8.94996E+0
77 1.00000E+20 5.00268E+0
85 1.00000E+13 2.19629E+4
85 1.38038E+13 2.14716E+4
85 1.90546E+13 2.08868E+4
85 2.63027E+13 2.01986E+4
85 3.63078E+13 1.93995E+4
85 5.01187E+13 1.84858E+4
85 6.91831E+13 1.74593E+4
85 9.54993E+13 1.63285E+4
85 1.31826E+14 1.51094E+4
85 1.81970E+14 1.38252E+4
85 2.51189E+14 1.25050E+4
85 3.46737E+14 1.11810E+4
85 4.78630E+14 9.88595E+3
85 6.60693E+14 8.64955E+3
85 9.12011E+14 7.49602E+3
85 1.25893E+15 6.44260E+3
85 1.73780E+15 5.49907E+3
85 2.39883E+15 4.66837E+3
85 3.31131E+15 3.94784E+3
85 4.57088E+15 3.33074E+3
85 6.30957E+15 2.80776E+3
85 8.70964E+15 2.36830E+3
85 1.20226E+16 2.00150E+3
85 1.65959E+16 1.69688E+3
85 2.29087E+16 1.44485E+3
85 3.16228E+16 1.23686E+3
85 4.36516E+16 1.06553E+3
85 6.02560E+16 9.24607E+2
85 8.31764E+16 8.08883E+2
85 1.14815E+17 7.14087E+2
85 1.58489E+17 6.36740E+2
85 2.18776E+17 5.74022E+2
85 3.01995E+17 5.23634E+2
85 4.16869E+17 4.83663E+2
85 5.75440E+17 4.52446E+2
85 7.94328E+17 4.28421E+2
85 1.09648E+18 4.09944E+2
85 1.51356E+18 3.95068E+2
85 2.08930E+18 3.81248E+2
85 2.88403E+18 3.65041E+2
85 3.98107E+18 3.42026E+2
85 5.49541E+18 3.07628E+2
85 7.58578E+18 2.59631E+2
85 1.04713E+19 2.01565E+2
85 1.44544E+19 1.42824E+2
85 1.99526E+19 9.31544E+1
85 2.75423E+19 5.70277E+1
85 3.80189E+19 3.34675E+1
85 5.24807E+19 1.91479E+1
85 7.24436E+19 1.08010E+1
85 1.00000E+20 6.04788E+0
93 1.00000E+13 1.83141E+4
93 1.38038E+13 1.79889E+4
93 1.90546E+13 1.75977E+4
93 2.63027E+13 1.71316E+4
93 3.63078E+13 1.65822E+4
93 5.01187E+13 1.59433E+4
93 6.91831E+13 1.52112E+4
93 9.54993E+13 1.43868E+4
93 1.31826E+14 1.34764E+4
93 1.81970E+14 1.24920E+4
93 2.51189E+14 1.14519E+4
93 3.46737E+14 1.03792E+4
93 4.78630E+14 9.29989E+3
93 6.60693E+14 8.24067E+3
93 9.12011E+14 7.22613E+3
93 1.25893E+15 6.27665E+3
