N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.018240219E+00 1.018745715E+00 1.019094451E+00 1.019320469E+00 1.019449087E+00 1.019496705E+00 1.019471846E+00 1.019377119E+00 1.019212577E+00 1.018981715E+00 1.018701779E+00 1.018419230E+00 1.018227522E+00 1.018277132E+00 1.018762374E+00 1.019877446E+00 1.032278266E+00 1.060219505E+00 1.080823000E+00
1.600000000E+01 1.242702604E+00 1.246786753E+00 1.249790283E+00 1.252013321E+00 1.253693742E+00 1.255023550E+00 1.256161766E+00 1.257244260E+00 1.258390139E+00 1.259703276E+00 1.261267937E+00 1.263139730E+00 1.265337826E+00 1.267846904E+00 1.270632095E+00 1.273657964E+00 1.276898320E+00 1.280335535E+00 1.283958161E+00
1.700000000E+01 1.259706747E+00 1.275897548E+00 1.288459420E+00 1.298142496E+00 1.305673144E+00 1.311646630E+00 1.316502906E+00 1.320555869E+00 1.324044467E+00 1.327178061E+00 1.330159743E+00 1.333186405E+00 1.336433718E+00 1.340035892E+00 1.344069378E+00 1.348548316E+00 1.353436209E+00 1.358670190E+00 1.364185364E+00
1.549996187E+01 1.153587847E+00 1.154844267E+00 1.155972069E+00 1.157138471E+00 1.158508155E+00 1.160260546E+00 1.162602545E+00 1.165771950E+00 1.170022594E+00 1.175578509E+00 1.182546722E+00 1.190800802E+00 1.199894477E+00 1.209109007E+00 1.217690318E+00 1.225159276E+00 1.231454757E+00 1.236813140E+00 1.241541818E+00
1.649996187E+01 1.258788271E+00 1.267323419E+00 1.273790427E+00 1.278702503E+00 1.282453872E+00 1.285344325E+00 1.287612282E+00 1.289459765E+00 1.291066175E+00 1.292594101E+00 1.294190499E+00 1.295984415E+00 1.298081688E+00 1.300558243E+00 1.303454984E+00 1.306777073E+00 1.310499673E+00 1.314580187E+00 1.318973800E+00
1.674996808E+01 1.261749436E+00 1.273648629E+00 1.282757637E+00 1.289744735E+00 1.295158741E+00 1.299411668E+00 1.302807437E+00 1.305584844E+00 1.307951801E+00 1.310102824E+00 1.312222163E+00 1.314478227E+00 1.317013673E+00 1.319934122E+00 1.323299087E+00 1.327119554E+00 1.331365527E+00 1.335983623E+00 1.340917472E+00
1.624993176E+01 1.253811768E+00 1.259827508E+00 1.264318852E+00 1.267672716E+00 1.270189829E+00 1.272109203E+00 1.273627273E+00 1.274910349E+00 1.276102590E+00 1.277330963E+00 1.278706581E+00 1.280322552E+00 1.282249170E+00 1.284529893E+00 1.287181041E+00 1.290195483E+00 1.293548818E+00 1.297207655E+00 1.301139676E+00
1.574996808E+01 1.218226117E+00 1.220785367E+00 1.222692307E+00 1.224176267E+00 1.225424656E+00 1.226597867E+00 1.227841528E+00 1.229294225E+00 1.231087581E+00 1.233334890E+00 1.236105936E+00 1.239393834E+00 1.243093885E+00 1.247022935E+00 1.250987880E+00 1.254864125E+00 1.258624945E+00 1.262309472E+00 1.265973843E+00
1.524993176E+01 1.012250296E+00 1.012763643E+00 1.013143626E+00 1.013420993E+00 1.013623852E+00 1.013776257E+00 1.013898844E+00 1.014010785E+00 1.014132866E+00 1.027052198E+00 1.044098782E+00 1.065044638E+00 1.088946400E+00 1.113787733E+00 1.136990792E+00 1.156523597E+00 1.171759587E+00 1.183330350E+00 1.192321748E+00
