N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.016637480E+00 1.010350822E+00 1.123482592E+00 1.203622291E+00 1.234013423E+00 1.247315321E+00 1.252797432E+00 1.253265217E+00 1.249150543E+00
1.016672606E+01 1.016957031E+00 1.010675254E+00 1.124988228E+00 1.206158824E+00 1.238061247E+00 1.253467960E+00 1.261846069E+00 1.266191921E+00 1.266889358E+00
1.033324570E+01 1.017151996E+00 1.010909705E+00 1.126673630E+00 1.208185117E+00 1.241063951E+00 1.258030033E+00 1.268651553E+00 1.276077050E+00 1.280752755E+00
1.049996187E+01 1.017243298E+00 1.011076939E+00 1.128768939E+00 1.209957045E+00 1.243352464E+00 1.261432049E+00 1.273770091E+00 1.283601438E+00 1.291430246E+00
1.066670514E+01 1.017242903E+00 1.011196577E+00 1.131533453E+00 1.211697690E+00 1.245194831E+00 1.264020802E+00 1.277655332E+00 1.289365998E+00 1.299665084E+00
1.083333839E+01 1.017154814E+00 1.011288038E+00 1.135265648E+00 1.213610507E+00 1.246811564E+00 1.266076856E+00 1.280670354E+00 1.293855192E+00 1.306113544E+00
1.100000000E+01 1.016977585E+00 1.011362734E+00 1.140293692E+00 1.215884018E+00 1.248387376E+00 1.267830610E+00 1.283110664E+00 1.297451114E+00 1.311298334E+00
1.116672606E+01 1.016709169E+00 1.011441995E+00 1.146930540E+00 1.218682036E+00 1.250076621E+00 1.269473329E+00 1.285222696E+00 1.300463427E+00 1.315621550E+00
1.133324570E+01 1.016355674E+00 1.011552507E+00 1.155376905E+00 1.222115550E+00 1.252000309E+00 1.271162437E+00 1.287213838E+00 1.303152723E+00 1.319400740E+00
1.149996187E+01 1.015945243E+00 1.011735370E+00 1.165574112E+00 1.226199145E+00 1.254235596E+00 1.273020847E+00 1.289254773E+00 1.305740317E+00 1.322899772E+00
1.166670514E+01 1.015545580E+00 1.039289967E+00 1.177062423E+00 1.230814415E+00 1.256804214E+00 1.275132676E+00 1.291476889E+00 1.308406993E+00 1.326341343E+00
1.183333839E+01 1.015277237E+00 1.069543988E+00 1.188972194E+00 1.235717938E+00 1.259672258E+00 1.277540045E+00 1.293968355E+00 1.311287286E+00 1.329903805E+00
1.200000000E+01 1.015308088E+00 1.099042902E+00 1.200264670E+00 1.240619368E+00 1.262769680E+00 1.280246620E+00 1.296773936E+00 1.314465827E+00 1.333712299E+00
1.216672606E+01 1.015817927E+00 1.124819286E+00 1.210148347E+00 1.245295591E+00 1.266022341E+00 1.283229196E+00 1.299901428E+00 1.317980147E+00 1.337834831E+00
1.233324570E+01 1.016945571E+00 1.145396601E+00 1.218367586E+00 1.249659215E+00 1.269376507E+00 1.286452989E+00 1.303333954E+00 1.321830724E+00 1.342288961E+00
1.249996187E+01 1.018755063E+00 1.161090338E+00 1.225139278E+00 1.253738690E+00 1.272805280E+00 1.289885336E+00 1.307044651E+00 1.325996492E+00 1.347058868E+00
1.266670514E+01 1.035519049E+00 1.173157143E+00 1.230864286E+00 1.257612650E+00 1.276304023E+00 1.293505311E+00 1.311009852E+00 1.330451226E+00 1.352115612E+00
1.283333839E+01 1.056574379E+00 1.182817295E+00 1.235894116E+00 1.261361900E+00 1.279885137E+00 1.297308150E+00 1.315216895E+00 1.335174312E+00 1.357430585E+00
1.300000000E+01 1.074027680E+00 1.190863404E+00 1.240463814E+00 1.265055237E+00 1.283573562E+00 1.301303246E+00 1.319663801E+00 1.340151805E+00 1.362977956E+00
