x N
1.7198111E+0 9.3611211E+20
1.7046703E+0 1.0154623E+21
1.6917904E+0 1.1249855E+21
1.6791701E+0 1.1798277E+21
1.6672964E+0 1.2166090E+21
1.6552408E+0 1.2394465E+21
1.6436414E+0 1.2561310E+21
1.6317299E+0 1.2467474E+21
1.6197826E+0 1.2429019E+21
1.6076194E+0 1.2488120E+21
1.5956075E+0 1.2556771E+21
1.5833927E+0 1.2534202E+21
1.5711513E+0 1.2500019E+21
1.5586769E+0 1.2481209E+21
1.5462020E+0 1.2642176E+21
1.5338476E+0 1.2557760E+21
1.5209994E+0 1.2365664E+21
1.5080405E+0 1.2479988E+21
1.4952110E+0 1.2542787E+21
1.4821579E+0 1.2684638E+21
1.4693970E+0 1.2596913E+21
1.4559296E+0 1.2409236E+21
1.4425327E+0 1.2576287E+21
1.4291757E+0 1.2589269E+21
1.4155538E+0 1.2804629E+21
1.4024022E+0 1.2912167E+21
1.3887450E+0 1.2391991E+21
1.3741894E+0 1.1969595E+21
1.3592324E+0 1.2133119E+21
1.3447637E+0 1.2404927E+21
1.3301349E+0 1.2534575E+21
1.3156538E+0 1.2891878E+21
1.3015225E+0 1.3148050E+21
1.2872893E+0 1.2931992E+21
1.2723585E+0 1.2776813E+21
1.2574329E+0 1.2256613E+21
1.2408446E+0 1.1494005E+21
1.2233895E+0 1.0886707E+21
1.2043788E+0 1.0296515E+21
1.1842313E+0 1.0028342E+21
1.1634987E+0 9.9716696E+20
