fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 41344 319.26 36.316 1.000000000E+00 9.537348587E-01 2.393495327E-09 1.106905992E+14 1.501705054E+01 5.266217340E-04 4.107692625E-02 
00D2 41456 319.43 36.297 1.000000000E+00 8.951838700E-01 2.448670215E-09 5.437422562E+10 1.506967485E+01 5.291211222E-04 4.345844690E-02 
00D3 41560 319.55 36.283 1.000000000E+00 7.631844197E-01 2.336335424E-09 8.195353542E+15 1.304447428E+01 4.420475350E-04 2.516562797E-01 
00D4 41636 319.6 36.277 1.000000000E+00 7.607298313E-01 2.352695530E-09 1.880711329E+17 1.300005934E+01 4.402090351E-04 2.513101842E-01 
00D5 41722 319.66 36.27 1.000000000E+00 1.258825444E-01 9.734029411E-10 8.167912599E+19 2.311707463E+00 5.935117786E-06 5.537103951E-01 
00D6 41806 319.71 36.265 1.000000000E+00 9.530058013E-01 2.577203402E-09 1.032072620E+18 1.505743271E+01 5.290864847E-04 3.928617418E-02 
00D7 41906 319.74 36.261 1.000000000E+00 7.655494638E-01 2.429197081E-09 1.025744535E+18 1.489575276E+01 5.237552767E-04 4.107148648E-02 
00D8 41986 319.77 36.258 1.000000000E+00 9.449538600E-01 2.597777295E-09 8.528059544E+03 1.396034403E+01 4.468260415E-04 4.171531380E-02 
00D9 42070 319.79 36.256 1.000000000E+00 1.013773008E-03 8.664357272E-10 9.920351922E+19 2.298027851E+00 5.850360273E-06 5.531126405E-01 
0D10 42158 319.82 36.252 1.000000000E+00 1.374023923E-01 1.012411425E-09 6.600361786E+19 2.306865055E+00 5.908311477E-06 5.533308100E-01 
0D11 42242 319.82 36.252 1.000000000E+00 4.644105654E-01 1.748109979E-09 8.863383942E+19 3.696012148E+00 3.646086071E-05 6.312575253E-01 
0D12 42340 319.88 36.245 1.000000000E+00 1.328430631E-01 1.019825623E-09 3.398301680E+19 2.306446574E+00 5.901831253E-06 5.532432871E-01 
0D13 42414 319.85 36.249 1.000000000E+00 9.265298993E-01 2.606355621E-09 2.755787969E+15 1.363798246E+01 4.683575964E-04 2.566089523E-01 
0D14 42502 319.9 36.243 1.000000000E+00 1.567247892E-01 1.040743605E-09 8.389652034E+19 2.302760868E+00 5.857635248E-06 5.531307010E-01 
