Method versus Method Nemenyi Holm Shaffer
STLBO versus ISCA 1.293187779E-12 1.293187779E-12 1.293187779E-12
EBLSHADE versus ISCA 1.980193787E-12 1.958433415E-12 1.697308960E-12
TLBO versus CWOA 2.970290680E-12 2.905009566E-12 2.545963440E-12
EBLSHADE versus GOTLBO 4.950484467E-12 4.787281682E-12 4.243272400E-12
TLBO versus PSO 7.658096379E-12 7.321476758E-12 6.564082611E-12
ADELI versus ISCA 1.079003553E-11 1.019717644E-11 9.248601884E-12
STLBO versus GOTLBO 2.109512565E-11 1.970423824E-11 1.808153627E-11
TLBO versus WW 2.469180416E-11 2.279243461E-11 2.116440356E-11
EBLSHADE versus NNA 5.540501391E-11 5.053424346E-11 4.749001192E-11
TLBO versus MABC 1.174780273E-10 1.058593213E-10 1.006954520E-10
ADELI versus GOTLBO 1.735094290E-10 1.544424588E-10 1.487223678E-10
STLBO versus NNA 2.009694633E-10 1.766764512E-10 1.722595400E-10
ADELI versus NDE 2.130324805E-10 1.849402853E-10 1.825992690E-10
EBLSHADE versus MABC 8.750435931E-10 7.500373655E-10 7.500373655E-10
ADELI versus NNA 1.302522978E-09 1.102134828E-09 9.590004346E-10
STLBO versus NDE 1.988841980E-09 1.661010884E-09 1.464312227E-09
STLBO versus MABC 2.636163288E-09 2.172662050E-09 1.940911432E-09
TLBO versus NNA 2.746245897E-09 2.233210949E-09 2.021961265E-09
EBLSHADE versus WW 2.806399335E-09 2.251287379E-09 2.066250060E-09
EBLSHADE versus NDE 7.722998241E-09 6.110504103E-09 5.686163540E-09
STLBO versus WW 7.839647820E-09 6.116648299E-09 5.772048395E-09
EBLSHADE versus CWOA 1.173939701E-08 9.030305392E-09 8.643292304E-09
ADELI versus MABC 1.314889087E-08 9.970038128E-09 9.681051516E-09
TLBO versus GOTLBO 2.673154520E-08 1.997522059E-08 1.968146734E-08
STLBO versus CWOA 2.996162518E-08 2.205965810E-08 2.205965810E-08
ADELI versus WW 3.513298208E-08 2.548106393E-08 2.548106393E-08
ADELI versus CWOA 1.180845324E-07 8.304846233E-08 7.526266899E-08
EBLSHADE versus PSO 1.239209717E-07 8.579144195E-08 7.898259735E-08
STLBO versus PSO 2.741981611E-07 1.868163295E-07 1.747636631E-07
TLBO versus ISCA 3.587794513E-07 2.405005113E-07 2.286726173E-07
ADELI versus DE 6.812724980E-07 4.417041470E-07 4.342176361E-07
ADELI versus PSO 8.812872250E-07 5.616995500E-07 5.616995500E-07
STLBO versus DE 4.369699307E-06 2.689045727E-06 2.689045727E-06
EBLSHADE versus DE 1.318189966E-05 7.967082215E-06 7.967082215E-06
