Method versus Method Nemenyi Holm Shaffer
EBLSHADE versus CWOA 9.100000000E-14 9.100000000E-14 9.100000000E-14
ADELI versus PSO 9.100000000E-14 9.100000000E-14 9.100000000E-14
ADELI versus NNA 9.100000000E-14 9.100000000E-14 9.100000000E-14
ADELI versus CWOA 9.100000000E-14 9.100000000E-14 9.100000000E-14
STLBO versus CWOA 9.100000000E-14 9.100000000E-14 9.100000000E-14
TLBO versus ISCA 1.616484724E-12 1.527666882E-12 1.385558335E-12
EBLSHADE versus MABC 2.990496739E-12 2.793321130E-12 2.563282919E-12
STLBO versus MABC 1.786215620E-11 1.648814418E-11 1.531041960E-11
TLBO versus GOTLBO 2.469180416E-11 2.252109610E-11 2.116440356E-11
EBLSHADE versus GOTLBO 5.124256575E-11 4.617461968E-11 4.392219921E-11
ADELI versus MABC 7.565148508E-11 6.733813507E-11 6.484413007E-11
TLBO versus WW 2.009694633E-10 1.766764512E-10 1.722595400E-10
STLBO versus GOTLBO 2.499085383E-10 2.169535662E-10 2.142073185E-10
TLBO versus MABC 4.534441711E-10 3.886664324E-10 3.886664324E-10
EBLSHADE versus ISCA 5.433813399E-10 4.597842107E-10 4.000719755E-10
ADELI versus GOTLBO 8.750435931E-10 7.308056382E-10 6.442628653E-10
TLBO versus PSO 1.000179717E-09 8.243239424E-10 7.363960552E-10
TLBO versus NNA 2.047277903E-09 1.664819393E-09 1.507336478E-09
STLBO versus ISCA 2.181668401E-09 1.750129597E-09 1.606283329E-09
ADELI versus ISCA 6.571899469E-09 5.199744635E-09 4.838651257E-09
NDE versus CWOA 3.361087986E-08 2.622387330E-08 2.474647198E-08
TLBO versus CWOA 5.325860508E-08 4.096815776E-08 3.921237957E-08
EBLSHADE versus WW 5.605326470E-08 4.250192598E-08 4.126998610E-08
STLBO versus WW 1.573182331E-07 1.175564819E-07 1.158277101E-07
EBLSHADE versus PSO 1.728678665E-07 1.272763412E-07 1.272763412E-07
EBLSHADE versus NNA 2.868871620E-07 2.080720076E-07 2.080720076E-07
ADELI versus DE 3.338817676E-07 2.348179464E-07 2.128037639E-07
ADELI versus WW 3.588483337E-07 2.484334618E-07 2.287165204E-07
STLBO versus PSO 4.471141584E-07 3.046272288E-07 2.849738592E-07
STLBO versus NNA 7.157619171E-07 4.797964499E-07 4.561999032E-07
STLBO versus DE 1.193733577E-06 7.739591321E-07 7.608411807E-07
NDE versus NNA 2.073765864E-06 1.321740880E-06 1.321740880E-06
NDE versus PSO 4.369699307E-06 2.737064401E-06 2.689045727E-06
EBLSHADE versus DE 4.995102335E-06 3.019017895E-06 3.019017895E-06
DE versus CWOA 6.395686186E-06 3.795242352E-06 3.584395555E-06
IJAYA versus CWOA 7.303586549E-06 4.253737221E-06 4.093218835E-06
NDE versus WW 1.941926328E-05 1.109672187E-05 1.088332337E-05
ADELI versus NDE 4.703442841E-05 2.635995438E-05 2.635995438E-05
STLBO versus NDE 1.409575958E-04 7.744922846E-05 7.435125933E-05
DE versus NNA 2.263157786E-04 1.218623423E-04 1.193753557E-04
IJAYA versus NNA 2.544036543E-04 1.341909385E-04 1.341909385E-04
DE versus PSO 4.277637513E-04 2.209329265E-04 2.209329265E-04
EBLSHADE versus NDE 4.794004250E-04 2.423342808E-04 2.423342808E-04
IJAYA versus PSO 4.794004250E-04 2.423342808E-04 2.423342808E-04
TLBO versus DE 1.304419958E-03 6.163742659E-04 6.163742659E-04
DE versus WW 1.534599986E-03 7.082769165E-04 7.082769165E-04
IJAYA versus WW 1.709030264E-03 7.700026466E-04 7.512220942E-04
NDE versus ISCA 1.902245666E-03 8.361519412E-04 8.361519412E-04
NDE versus GOTLBO 9.801332611E-03 4.200571119E-03 4.200571119E-03
NDE versus MABC 4.804282882E-02 2.006184060E-02 2.006184060E-02
TLBO versus NDE 5.022344961E-02 2.042052347E-02 2.042052347E-02
DE versus ISCA 6.826796327E-02 2.700710635E-02 2.700710635E-02
IJAYA versus ISCA 7.443557212E-02 2.862906620E-02 2.862906620E-02
DE versus GOTLBO 2.554769000E-01 9.545290771E-02 9.545290771E-02
IJAYA versus GOTLBO 2.761882552E-01 1.001561805E-01 9.712114468E-02
MABC versus CWOA 4.525293497E-01 1.591311999E-01 1.591311999E-01
DE versus MABC 8.946826427E-01 3.047819991E-01 3.047819991E-01
IJAYA versus MABC 9.585932659E-01 3.160197580E-01 3.160197580E-01
GOTLBO versus CWOA 1.000000000E+00 4.723364542E-01 4.723364542E-01
MABC versus NNA 1.000000000E+00 9.345836242E-01 9.345836242E-01
DE versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
DE versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
DE versus NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00
DE versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
DE versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
DE versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
EBLSHADE versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
EBLSHADE versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
EBLSHADE versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
EBLSHADE versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
ADELI versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
ADELI versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ADELI versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
ADELI versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus DE 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE versus IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00
