fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0DL0 7:20 297.4 38.99 1.000E+000 1.432E+000 4.306E-011 6.606E+002 2.884E+000 4.690E-006 1.830E-004 1.102E-001 1.826E-004 5.191E-006 2.579E-001 5.620E-002 9.221E-005 1.618E-002 
0DL1 7:23 297.4 38.99 1.000E+000 1.390E+000 4.192E-011 6.590E+002 2.858E+000 4.478E-006 1.808E-004 1.090E-001 1.804E-004 5.067E-006 2.576E-001 5.550E-002 9.113E-005 1.210E-003 
0DL2 7:26 297.5 38.97 1.000E+000 1.490E+000 4.590E-011 6.650E+002 2.955E+000 5.267E-006 1.835E-004 1.105E-001 1.831E-004 5.228E-006 2.583E-001 5.640E-002 9.252E-005 2.370E-003 
0DL3 7:29 297.5 38.97 1.000E+000 1.416E+000 4.335E-011 6.600E+002 2.878E+000 4.632E-006 1.827E-004 1.101E-001 1.823E-004 5.174E-006 2.578E-001 5.610E-002 9.206E-005 2.791E-003 
0DL4 7:31 297.5 38.97 1.000E+000 1.405E+000 4.256E-011 6.479E+002 2.821E+000 4.151E-006 1.823E-004 1.087E-001 1.819E-004 5.088E-006 2.572E-001 5.530E-002 9.184E-005 1.583E-003 
0DL5 7:33 297.5 38.97 1.000E+000 1.401E+000 4.289E-011 6.597E+002 2.871E+000 4.603E-006 1.830E-004 1.102E-001 1.826E-004 5.188E-006 2.579E-001 5.610E-002 9.231E-005 2.908E-003 
0DL6 7:36 297.6 38.96 1.000E+000 1.437E+000 4.530E-011 6.650E+002 2.919E+000 4.991E-006 1.828E-004 1.104E-001 1.824E-004 5.197E-006 2.582E-001 5.630E-002 9.214E-005 5.019E-003 
0DL7 7:38 297.6 38.96 1.000E+000 1.540E+000 4.757E-011 6.657E+002 2.939E+000 5.146E-006 1.826E-004 1.102E-001 1.822E-004 5.184E-006 2.582E-001 5.620E-002 9.209E-005 3.551E-002 
0DL8 7:42 297.6 38.96 1.000E+000 1.393E+000 4.295E-011 6.597E+002 2.843E+000 4.361E-006 1.832E-004 1.106E-001 1.828E-004 5.211E-006 2.577E-001 5.630E-002 9.239E-005 1.419E-002 
0DL9 7:45 297.6 38.96 1.000E+000 1.432E+000 4.383E-011 6.593E+002 2.856E+000 4.501E-006 1.830E-004 1.103E-001 1.826E-004 5.191E-006 2.578E-001 5.620E-002 9.221E-005 1.286E-003 
