N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.190870423E+00 1.175859641E+00 1.143119818E+00 1.078738159E+00 1.013768154E+00 1.014468242E+00 1.017102825E+00 1.022364737E+00 1.031168088E+00 1.044519143E+00 1.063234115E+00
1.600000000E+01 1.245405480E+00 1.246960960E+00 1.248892495E+00 1.250332167E+00 1.251772050E+00 1.252035102E+00 1.249820700E+00 1.243424313E+00 1.228283248E+00 1.202303159E+00 1.157448140E+00
1.700000000E+01 1.312237199E+00 1.311889015E+00 1.312619244E+00 1.314385226E+00 1.317166944E+00 1.320732487E+00 1.324668792E+00 1.328988309E+00 1.332917005E+00 1.336450037E+00 1.339193683E+00
1.549996187E+01 1.221682491E+00 1.222167526E+00 1.221384409E+00 1.217266467E+00 1.206753627E+00 1.184003015E+00 1.140488426E+00 1.065396659E+00 1.009621865E+00 1.010143709E+00 1.011733435E+00
1.649996187E+01 1.273764191E+00 1.274652777E+00 1.276488329E+00 1.278825120E+00 1.281672842E+00 1.284687994E+00 1.287533204E+00 1.289772048E+00 1.291017181E+00 1.290320420E+00 1.286756425E+00
1.674996808E+01 1.291346689E+00 1.291698755E+00 1.293060683E+00 1.295319374E+00 1.298221736E+00 1.301602476E+00 1.305211648E+00 1.308648782E+00 1.311792368E+00 1.313860197E+00 1.314474826E+00
1.624993176E+01 1.258714639E+00 1.259935401E+00 1.261839700E+00 1.264249364E+00 1.266852471E+00 1.268944682E+00 1.270354246E+00 1.270089154E+00 1.267265348E+00 1.260019322E+00 1.245510018E+00
1.574996808E+01 1.232523006E+00 1.234024159E+00 1.235317032E+00 1.235831794E+00 1.234393786E+00 1.229023412E+00 1.216626109E+00 1.191643495E+00 1.146259807E+00 1.071725028E+00 1.008090378E+00
1.524993176E+01 1.209488584E+00 1.206423665E+00 1.198204261E+00 1.179092478E+00 1.139902796E+00 1.067956667E+00 1.011489063E+00 1.012155551E+00 1.014289601E+00 1.018381621E+00 1.025106093E+00
