T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.194031745E+00 1.211929119E+00 1.223623169E+00 1.236159460E+00 1.248143556E+00 1.261500834E+00 1.276602833E+00 1.293905372E+00 1.316141363E+00
295 1.180410528E+00 1.209134638E+00 1.223999092E+00 1.237253626E+00 1.249298879E+00 1.262513566E+00 1.277136088E+00 1.293891882E+00 1.315621658E+00
300 1.150464796E+00 1.201675276E+00 1.223277765E+00 1.238463647E+00 1.251117537E+00 1.264170932E+00 1.278662979E+00 1.295016494E+00 1.316355720E+00
305 1.090858114E+00 1.184401720E+00 1.219684507E+00 1.239125688E+00 1.252894846E+00 1.266398302E+00 1.280932063E+00 1.297133921E+00 1.318297903E+00
310 1.015155092E+00 1.148466179E+00 1.210350474E+00 1.237523371E+00 1.254560211E+00 1.268900696E+00 1.283802614E+00 1.300174163E+00 1.320928521E+00
315 1.015677902E+00 1.081552981E+00 1.189872004E+00 1.233057424E+00 1.255140012E+00 1.271324550E+00 1.286915745E+00 1.303523706E+00 1.324281971E+00
320 1.018239737E+00 1.012606768E+00 1.149792372E+00 1.222077717E+00 1.253640143E+00 1.273206557E+00 1.290229502E+00 1.307386647E+00 1.328190514E+00
325 1.023497428E+00 1.013145763E+00 1.079449263E+00 1.199432218E+00 1.248242688E+00 1.273575439E+00 1.292785271E+00 1.310916456E+00 1.332266023E+00
330 1.032383080E+00 1.015219767E+00 1.010536075E+00 1.157435200E+00 1.236053748E+00 1.271511111E+00 1.294357188E+00 1.314101828E+00 1.335828880E+00
335 1.045883363E+00 1.019322440E+00 1.010958851E+00 1.085565390E+00 1.212341011E+00 1.265363158E+00 1.294290819E+00 1.316518835E+00 1.339608553E+00
340 1.064781428E+00 1.026127080E+00 1.012502499E+00 1.008837456E+00 1.170582003E+00 1.252407017E+00 1.291586083E+00 1.317686621E+00 1.342635213E+00
