fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00S1 7:4 295.5 39.24 1.000E+000 2.200E+000 4.457E-011 4.192E+002 2.977E+000 3.155E-006 1.507E-005 6.204E-003 1.499E-005 2.326E-008 2.501E-001 3.100E-003 7.261E-006 1.789E-003 
00S2 7:36 298.9 38.79 1.000E+000 2.210E+000 7.897E-011 4.249E+002 2.849E+000 3.019E-006 1.339E-005 5.591E-003 1.332E-005 1.863E-008 2.501E-001 2.800E-003 6.415E-006 2.730E-003 
00S3 7:58 300.8 38.54 1.000E+000 2.207E+000 1.104E-010 4.289E+002 2.718E+000 2.683E-006 1.632E-005 6.882E-003 1.623E-005 2.794E-008 2.501E-001 3.400E-003 7.982E-006 4.761E-003 
00S4 8:14 303.6 38.19 1.000E+000 2.156E+000 1.639E-010 4.357E+002 2.686E+000 2.926E-006 1.689E-005 7.219E-003 1.680E-005 3.033E-008 2.501E-001 3.600E-003 8.194E-006 3.642E-004 
00S5 8:35 305.4 37.96 1.000E+000 2.168E+000 2.200E-010 4.404E+002 2.667E+000 3.145E-006 1.640E-005 7.075E-003 1.631E-005 2.886E-008 2.501E-001 3.500E-003 8.016E-006 4.694E-004 
00S6 8:51 307.6 37.69 1.000E+000 2.182E+000 3.144E-010 4.466E+002 2.668E+000 3.560E-006 1.540E-005 6.718E-003 1.532E-005 2.574E-008 2.501E-001 3.400E-003 7.343E-006 3.078E-004 
00S7 9:13 309.7 37.44 1.000E+000 2.202E+000 4.376E-010 4.528E+002 2.662E+000 3.995E-006 1.586E-005 6.994E-003 1.578E-005 2.761E-008 2.501E-001 3.500E-003 7.663E-006 4.697E-004 
00S8 9:30 312.6 37.09 1.000E+000 2.195E+000 6.633E-010 4.616E+002 2.588E+000 4.150E-006 1.583E-005 7.101E-003 1.575E-005 2.798E-008 2.501E-001 3.600E-003 7.551E-006 8.585E-004 
00S9 9:57 314.9 36.82 1.000E+000 2.232E+000 9.474E-010 4.686E+002 2.626E+000 5.003E-006 1.363E-005 6.176E-003 1.357E-005 2.096E-008 2.502E-001 3.100E-003 6.542E-006 7.166E-004 
0S10 10:15 317.6 36.51 1.000E+000 2.260E+000 1.440E-009 4.768E+002 2.643E+000 5.976E-006 1.727E-005 7.906E-003 1.719E-005 3.401E-008 2.503E-001 4.000E-003 8.284E-006 7.899E-004 
0S11 10:47 320.7 36.15 1.000E+000 2.224E+000 2.212E-009 4.858E+002 2.633E+000 6.931E-006 1.697E-005 7.859E-003 1.689E-005 3.322E-008 2.503E-001 3.900E-003 8.303E-006 1.100E-003 
0S12 11:4 323.2 35.87 1.000E+000 2.219E+000 3.067E-009 4.926E+002 2.537E+000 6.809E-006 1.343E-005 6.304E-003 1.337E-005 2.108E-008 2.502E-001 3.200E-003 6.377E-006 1.285E-003 
0S13 11:28 325.7 35.6 1.000E+000 2.272E+000 4.470E-009 4.988E+002 2.620E+000 8.859E-006 1.460E-005 6.852E-003 1.453E-005 2.493E-008 2.503E-001 3.400E-003 7.119E-006 4.437E-004 
0S14 11:47 327.9 35.36 1.000E+000 2.303E+000 5.903E-009 5.037E+002 2.533E+000 8.710E-006 1.682E-005 7.958E-003 1.674E-005 3.337E-008 2.504E-001 4.000E-003 8.131E-006 2.312E-003 
0S15 12:13 330.8 35.05 1.000E+000 2.352E+000 8.809E-009 5.090E+002 2.584E+000 1.083E-005 1.781E-005 8.399E-003 1.772E-005 3.729E-008 2.505E-001 4.200E-003 8.668E-006 3.782E-004 
