N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 2.366185500E-02 2.277058800E-02 2.203286800E-02 2.141500800E-02
1.016672606E+01 1.674098400E-02 1.609057800E-02 1.556147800E-02 1.512365100E-02
1.033324570E+01 1.172333300E-02 1.125450600E-02 1.087944500E-02 1.057296000E-02
1.049996187E+01 8.147049000E-03 7.813296000E-03 7.550491000E-03 7.338616000E-03
1.066670514E+01 5.630122000E-03 5.395329000E-03 5.213255000E-03 5.068711000E-03
1.083333839E+01 3.875151000E-03 3.711785000E-03 3.587031000E-03 3.489741000E-03
1.100000000E+01 2.659849000E-03 2.547256000E-03 2.462760000E-03 2.398257000E-03
1.116672606E+01 1.822373000E-03 1.745475000E-03 1.688909000E-03 1.646892000E-03
1.133324570E+01 1.247308000E-03 1.195246000E-03 1.157857000E-03 1.131060000E-03
1.149996187E+01 8.534270000E-04 8.185410000E-04 7.942030000E-04 7.775280000E-04
1.166670514E+01 5.842620000E-04 5.610860000E-04 5.455440000E-04 5.355150000E-04
1.183333839E+01 4.005580000E-04 3.854210000E-04 3.757730000E-04 3.700680000E-04
1.200000000E+01 2.754320000E-04 2.657780000E-04 2.600620000E-04 2.571710000E-04
1.216672606E+01 1.903920000E-04 1.844990000E-04 1.814440000E-04 1.803700000E-04
1.233324570E+01 1.327930000E-04 1.294810000E-04 1.281860000E-04 1.283110000E-04
1.249996187E+01 9.390000000E-05 9.233500000E-05 9.219300000E-05 9.299800000E-05
1.266670514E+01 6.773600000E-05 6.730900000E-05 6.779400000E-05 6.891700000E-05
1.283333839E+01 5.010100000E-05 5.033500000E-05 5.113700000E-05 5.233200000E-05
1.300000000E+01 3.813400000E-05 3.869400000E-05 3.958100000E-05 4.070100000E-05
