T d154 d184 d214 d244
d 150 180 210 240
290 2.142460000E-04 1.764160000E-04 1.520560000E-04 1.353620000E-04
295 1.721540000E-04 1.434970000E-04 1.249070000E-04 1.114650000E-04
300 1.050950000E-04 8.410700000E-05 6.987700000E-05 5.877400000E-05
305 -2.597400000E-05 -3.889000000E-05 -4.866300000E-05 -5.710200000E-05
310 2.178290000E-04 1.649870000E-04 1.310410000E-04 1.075370000E-04
315 2.290720000E-04 1.777350000E-04 1.438790000E-04 1.202200000E-04
320 2.798170000E-04 2.230710000E-04 1.842090000E-04 1.565450000E-04
325 3.924640000E-04 3.196470000E-04 2.686780000E-04 2.309670000E-04
330 6.072760000E-04 5.018130000E-04 4.261690000E-04 3.699610000E-04
335 9.852830000E-04 8.210790000E-04 7.041910000E-04 6.145040000E-04
340 1.620506000E-03 1.357018000E-03 1.168911000E-03 1.025289000E-03
