N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 3.635065400E-02 3.650975700E-02 3.688750300E-02 3.779347400E-02 3.850628000E-02 3.897760400E-02 3.950359100E-02 3.838481700E-02 3.532608500E-02 2.975240700E-02 1.816522700E-02
1.016672606E+01 3.795356300E-02 3.778276500E-02 3.790498200E-02 3.865355700E-02 3.925056700E-02 3.966804500E-02 4.022105800E-02 3.912790800E-02 3.607006100E-02 3.043285700E-02 1.843198700E-02
1.033324570E+01 3.955620600E-02 3.905361600E-02 3.890683100E-02 3.947148400E-02 3.992243600E-02 4.025097500E-02 4.078529200E-02 3.968637900E-02 3.662202500E-02 3.095213000E-02 1.869104700E-02
1.049996187E+01 4.101485200E-02 4.021020600E-02 3.980971700E-02 4.018817500E-02 4.048715000E-02 4.071442300E-02 4.120613000E-02 4.009109600E-02 3.703124400E-02 3.137377600E-02 1.901071600E-02
1.066670514E+01 4.221975300E-02 4.116283300E-02 4.054314100E-02 4.074984400E-02 4.090819700E-02 4.103864600E-02 4.148024500E-02 4.035616500E-02 3.732883400E-02 3.174502600E-02 1.944844400E-02
1.083333839E+01 4.311160700E-02 4.186025800E-02 4.106430700E-02 4.112149800E-02 4.115944000E-02 4.120683700E-02 4.160098900E-02 4.048734700E-02 3.753512200E-02 3.210300100E-02 2.005865900E-02
1.100000000E+01 4.367588200E-02 4.228722900E-02 4.135799300E-02 4.128839600E-02 4.122768500E-02 4.124911800E-02 4.156254700E-02 4.048660400E-02 3.766377000E-02 3.247811500E-02 2.089477600E-02
1.116672606E+01 4.392853300E-02 4.245423300E-02 4.142980400E-02 4.125231900E-02 4.111143800E-02 4.106143200E-02 4.139917900E-02 4.035417700E-02 3.772294800E-02 3.289230200E-02 2.200256100E-02
1.133324570E+01 4.390551100E-02 4.238987600E-02 4.130145900E-02 4.102970200E-02 4.082137000E-02 4.072281600E-02 4.102533000E-02 4.009144200E-02 3.771527500E-02 3.335387700E-02 2.340252600E-02
1.149996187E+01 4.366060100E-02 4.213996800E-02 4.101154700E-02 4.065465700E-02 4.038636100E-02 4.024376700E-02 4.051652400E-02 3.970624800E-02 3.763885500E-02 3.384895900E-02 2.506307400E-02
1.166670514E+01 4.326905900E-02 4.177088400E-02 4.061938500E-02 4.018386900E-02 3.985274700E-02 3.967962900E-02 3.991646700E-02 3.922058800E-02 3.749068200E-02 3.433680000E-02 2.687615800E-02
1.183333839E+01 4.282926600E-02 4.137055600E-02 4.020574100E-02 3.969718800E-02 3.930134800E-02 3.907703800E-02 3.926289700E-02 3.867678300E-02 3.727466200E-02 3.475768100E-02 2.866059900E-02
1.200000000E+01 4.245362000E-02 4.103989200E-02 3.986416200E-02 3.928777800E-02 3.881672700E-02 3.853750900E-02 3.864812100E-02 3.813728000E-02 3.701173100E-02 3.505955800E-02 3.021633800E-02
1.216672606E+01 4.224394800E-02 4.087140600E-02 3.968111100E-02 3.904143800E-02 3.848952000E-02 3.812580200E-02 3.815513800E-02 3.767346300E-02 3.674483300E-02 3.523148900E-02 3.141351700E-02
1.233324570E+01 4.225731600E-02 4.092002200E-02 3.970742800E-02 3.901209500E-02 3.837089400E-02 3.790875100E-02 3.784416300E-02 3.734582200E-02 3.652924700E-02 3.531491900E-02 3.225046600E-02
1.249996187E+01 4.248163900E-02 4.118086000E-02 3.995118900E-02 3.920492200E-02 3.846821800E-02 3.790190100E-02 3.773649700E-02 3.718535100E-02 3.641051800E-02 3.537763200E-02 3.282768800E-02
1.266670514E+01 4.284150400E-02 4.159099900E-02 4.035764000E-02 3.957914500E-02 3.875457900E-02 3.807980900E-02 3.781405600E-02 3.718752600E-02 3.640651600E-02 3.547420200E-02 3.326738500E-02
1.283333839E+01 4.324133600E-02 4.205807700E-02 4.084560100E-02 4.005641100E-02 3.915963600E-02 3.839097500E-02 3.803338800E-02 3.732204300E-02 3.650712700E-02 3.562650900E-02 3.365341700E-02
1.300000000E+01 4.357732000E-02 4.249653000E-02 4.133230400E-02 4.056895200E-02 3.962199500E-02 3.877858000E-02 3.834495900E-02 3.754996400E-02 3.668798400E-02 3.583126500E-02 3.402291600E-02
