N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 335 2.400E-4 1.042951479E+00 1.046987915E+00
1.468000E+10 1.000E+15 335 2.400E-4 1.043947827E+00 1.046772095E+00
2.154000E+10 1.000E+15 335 2.400E-4 1.044503414E+00 1.046459142E+00
3.162000E+10 1.000E+15 335 2.400E-4 1.044665030E+00 1.046007887E+00
4.642000E+10 1.000E+15 335 2.400E-4 1.044447400E+00 1.045362534E+00
6.813000E+10 1.000E+15 335 2.400E-4 1.043831540E+00 1.044450546E+00
1.000000E+11 1.000E+15 335 2.400E-4 1.042768599E+00 1.043183840E+00
1.468000E+11 1.000E+15 335 2.400E-4 1.041191933E+00 1.041467716E+00
2.154000E+11 1.000E+15 335 2.400E-4 1.039043112E+00 1.039224004E+00
3.162000E+11 1.000E+15 335 2.400E-4 1.036319415E+00 1.036436316E+00
4.642000E+11 1.000E+15 335 2.400E-4 1.033139339E+00 1.033213655E+00
6.813000E+11 1.000E+15 335 2.400E-4 1.029806646E+00 1.029853274E+00
1.000000E+12 1.000E+15 335 2.400E-4 1.026813824E+00 1.026843068E+00
1.468000E+12 1.000E+15 335 2.400E-4 1.024720141E+00 1.024738973E+00
2.154000E+12 1.000E+15 335 2.400E-4 1.023913884E+00 1.023926779E+00
3.162000E+12 1.000E+15 335 2.400E-4 1.024447288E+00 1.024456865E+00
4.642000E+12 1.000E+15 335 2.400E-4 1.026092818E+00 1.026100475E+00
6.813000E+12 1.000E+15 335 2.400E-4 1.028587627E+00 1.028594064E+00
1.000000E+13 1.000E+15 335 2.400E-4 1.031827792E+00 1.031833369E+00
