N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 335 2.400E-4 1.015233329E+00 1.017060837E+00
1.468000E+10 1.000E+15 335 2.400E-4 1.015747553E+00 1.017038907E+00
2.154000E+10 1.000E+15 335 2.400E-4 1.016104609E+00 1.017007053E+00
3.162000E+10 1.000E+15 335 2.400E-4 1.016335160E+00 1.016961010E+00
4.642000E+10 1.000E+15 335 2.400E-4 1.016463614E+00 1.016894937E+00
6.813000E+10 1.000E+15 335 2.400E-4 1.016505129E+00 1.016801123E+00
1.000000E+11 1.000E+15 335 2.400E-4 1.016467513E+00 1.016669999E+00
1.468000E+11 1.000E+15 335 2.400E-4 1.016352759E+00 1.016490957E+00
2.154000E+11 1.000E+15 335 2.400E-4 1.016160740E+00 1.016254917E+00
3.162000E+11 1.000E+15 335 2.400E-4 1.015896194E+00 1.015960354E+00
4.642000E+11 1.000E+15 335 2.400E-4 1.015578336E+00 1.015622111E+00
6.813000E+11 1.000E+15 335 2.400E-4 1.015257173E+00 1.015287191E+00
1.000000E+12 1.000E+15 335 2.400E-4 1.015029619E+00 1.015050470E+00
1.468000E+12 1.000E+15 335 2.400E-4 1.015042335E+00 1.015057170E+00
2.154000E+12 1.000E+15 335 2.400E-4 1.015471868E+00 1.015482833E+00
3.162000E+12 1.000E+15 335 2.400E-4 1.016482823E+00 1.016491353E+00
4.642000E+12 1.000E+15 335 2.400E-4 1.018191242E+00 1.018198261E+00
6.813000E+12 1.000E+15 335 2.400E-4 1.020627876E+00 1.020633944E+00
1.000000E+13 1.000E+15 335 2.400E-4 1.023801757E+00 1.023807196E+00
