5.800E-2 9.352E+7 5.702E+3 9.352E+7 1.208E-164 1.583E-7 2.904E-20 7.161E-155
6.084E-2 1.085E+8 2.246E+4 1.085E+8 7.917E-157 3.056E-6 1.403E-18 1.069E-150
6.368E-2 1.070E+8 8.029E+4 1.069E+8 3.408E-149 5.168E-5 5.993E-17 1.406E-146
6.652E-2 8.967E+7 2.603E+5 8.941E+7 9.637E-142 7.658E-4 2.264E-15 1.631E-142
6.936E-2 6.426E+7 7.658E+5 6.349E+7 1.790E-134 9.942E-3 7.564E-14 1.668E-138
7.220E-2 4.032E+7 2.044E+6 3.828E+7 2.183E-127 1.131E-1 2.235E-12 1.504E-134
7.504E-2 2.454E+7 4.947E+6 1.959E+7 1.748E-120 1.127E+0 5.838E-11 1.195E-130
7.788E-2 1.938E+7 1.087E+7 8.516E+6 9.197E-114 9.840E+0 1.349E-9 8.372E-127
8.072E-2 2.479E+7 2.165E+7 3.142E+6 3.178E-107 7.528E+1 2.756E-8 5.171E-123
8.356E-2 4.011E+7 3.913E+7 9.844E+5 7.211E-101 5.045E+2 4.979E-7 2.816E-119
8.640E-2 6.442E+7 6.416E+7 2.618E+5 1.075E-94 2.963E+3 7.955E-6 1.352E-115
8.924E-2 9.552E+7 9.544E+7 5.913E+4 1.052E-88 1.524E+4 1.124E-4 5.721E-112
9.208E-2 1.289E+8 1.288E+8 1.134E+4 6.762E-83 6.871E+4 1.404E-3 2.135E-108
9.492E-2 1.580E+8 1.577E+8 1.845E+3 2.855E-77 2.713E+5 1.552E-2 7.022E-105
9.776E-2 1.761E+8 1.751E+8 2.551E+2 7.916E-72 9.389E+5 1.516E-1 2.036E-101
1.006E-1 1.793E+8 1.765E+8 2.993E+1 1.442E-66 2.846E+6 1.310E+0 5.206E-98
1.034E-1 1.689E+8 1.613E+8 2.982E+0 1.724E-61 7.560E+6 1.001E+1 1.173E-94
1.063E-1 1.513E+8 1.338E+8 2.522E-1 1.354E-56 1.759E+7 6.765E+1 2.331E-91
1.091E-1 1.365E+8 1.006E+8 1.811E-2 6.988E-52 3.587E+7 4.043E+2 4.083E-88
1.120E-1 1.327E+8 6.867E+7 1.104E-3 2.368E-47 6.407E+7 2.136E+3 6.306E-85
1.148E-1 1.428E+8 4.251E+7 5.717E-5 5.269E-43 1.003E+8 9.984E+3 8.584E-82
1.176E-1 1.614E+8 2.388E+7 2.513E-6 7.701E-39 1.375E+8 4.126E+4 1.030E-78
1.205E-1 1.775E+8 1.217E+7 9.376E-8 7.392E-35 1.652E+8 1.508E+5 1.090E-75
1.233E-1 1.800E+8 5.624E+6 2.971E-9 4.660E-31 1.739E+8 4.873E+5 1.017E-72
