f G/w
1.0000000E+6 2.0910495E-4
8.9779585E+5 2.2854490E-4
8.0603739E+5 2.4950230E-4
7.2365703E+5 2.7206656E-4
6.4969628E+5 2.9643051E-4
5.8329463E+5 3.2291087E-4
5.2367949E+5 3.5139241E-4
4.7015728E+5 3.8210616E-4
4.2210526E+5 4.1512516E-4
3.7896435E+5 4.5040656E-4
3.4023262E+5 4.8799396E-4
3.0545943E+5 5.2779128E-4
2.7424021E+5 5.6964031E-4
2.4621173E+5 6.1331433E-4
2.2104787E+5 6.5857900E-4
1.9845586E+5 7.0482504E-4
1.7817285E+5 7.5184378E-4
1.5996284E+5 7.9860422E-4
1.4361398E+5 8.4467314E-4
1.2893603E+5 8.8944022E-4
1.1575824E+5 9.3129783E-4
1.0392726E+5 9.7032917E-4
9.3305466E+4 1.0055320E-3
8.3769261E+4 1.0363822E-3
7.5207695E+4 1.0625837E-3
6.7521156E+4 1.0839325E-3
6.0620214E+4 1.1002183E-3
5.4424577E+4 1.1121476E-3
4.8862159E+4 1.1196861E-3
4.3868244E+4 1.1229312E-3
3.9384728E+4 1.1239465E-3
3.5359445E+4 1.1226744E-3
3.1745563E+4 1.1198829E-3
2.8501035E+4 1.1174775E-3
2.5588111E+4 1.1167050E-3
2.2972900E+4 1.1156044E-3
2.0624974E+4 1.1174850E-3
1.8517016E+4 1.1221605E-3
1.6624501E+4 1.1319047E-3
1.4925408E+4 1.1449555E-3
1.3399969E+4 1.1636345E-3
1.2030437E+4 1.1903519E-3
1.0800876E+4 1.2229124E-3
9.6969820E+3 1.2616068E-3
8.7059100E+3 1.3095746E-3
7.8161300E+3 1.3654744E-3
7.0172890E+3 1.4356154E-3
6.3000930E+3 1.5136789E-3
5.6561970E+3 1.6070353E-3
5.0781110E+3 1.7123872E-3
4.5591070E+3 1.8382843E-3
4.0931470E+3 1.9737876E-3
3.6748100E+3 2.1225836E-3
3.2992300E+3 2.3028450E-3
2.9620350E+3 2.5086809E-3
2.6593020E+3 2.7309901E-3
2.3875110E+3 2.9884930E-3
2.1434970E+3 3.2747376E-3
1.9244230E+3 3.5993061E-3
1.7277390E+3 3.9723965E-3
1.5511570E+3 4.3585790E-3
1.3926220E+3 4.8266865E-3
1.2502900E+3 5.3138441E-3
1.1225050E+3 5.8817020E-3
1.0077810E+3 6.5181000E-3
9.0478100E+2 7.2397591E-3
8.1230900E+2 8.0228149E-3
7.2928800E+2 8.8943454E-3
6.5475100E+2 9.8736174E-3
5.8783300E+2 1.0964094E-2
5.2775400E+2 1.2209979E-2
4.7381500E+2 1.3569188E-2
4.2539000E+2 1.5055590E-2
3.8191300E+2 1.6773768E-2
3.4288000E+2 1.8614035E-2
3.0783600E+2 2.0656836E-2
2.7637400E+2 2.2994818E-2
2.4812700E+2 2.5578221E-2
2.2276800E+2 2.8541704E-2
2.0000000E+2 3.1645547E-2
