N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.021863979E+00 1.010013045E+00 1.113269376E+00 1.196912735E+00 1.208187733E+00 1.203450668E+00 1.191100946E+00 1.176031674E+00 1.160594567E+00
1.016672606E+01 1.022996047E+00 1.010700225E+00 1.114752025E+00 1.201525661E+00 1.215172198E+00 1.212954695E+00 1.203341206E+00 1.191182029E+00 1.178820866E+00
1.033324570E+01 1.023831382E+00 1.011230680E+00 1.115937413E+00 1.204868386E+00 1.220282720E+00 1.220054951E+00 1.212772469E+00 1.203358821E+00 1.194290353E+00
1.049996187E+01 1.024423327E+00 1.011625744E+00 1.116999796E+00 1.207299030E+00 1.223994285E+00 1.225296737E+00 1.219931318E+00 1.212981513E+00 1.207180214E+00
1.066670514E+01 1.024822301E+00 1.011911959E+00 1.118096036E+00 1.209106093E+00 1.226707619E+00 1.229184337E+00 1.225398635E+00 1.220655297E+00 1.218026196E+00
1.083333839E+01 1.025068797E+00 1.012114939E+00 1.119382487E+00 1.210518919E+00 1.228746245E+00 1.232148393E+00 1.229717516E+00 1.227022941E+00 1.227502746E+00
1.100000000E+01 1.025190985E+00 1.012256557E+00 1.121031739E+00 1.211722629E+00 1.230368418E+00 1.234545400E+00 1.233362757E+00 1.232677046E+00 1.236246401E+00
1.116672606E+01 1.025204728E+00 1.012354433E+00 1.123246861E+00 1.212872715E+00 1.231783503E+00 1.236670358E+00 1.236735237E+00 1.238109278E+00 1.244731182E+00
1.133324570E+01 1.025114748E+00 1.012422847E+00 1.126268873E+00 1.214106297E+00 1.233167139E+00 1.238770692E+00 1.240161260E+00 1.243672506E+00 1.253194718E+00
1.149996187E+01 1.024916676E+00 1.012474621E+00 1.130369832E+00 1.215547118E+00 1.234671351E+00 1.241053511E+00 1.243882749E+00 1.249547509E+00 1.261630431E+00
1.166670514E+01 1.024600729E+00 1.012524077E+00 1.135817793E+00 1.217302012E+00 1.236426968E+00 1.243681379E+00 1.248036155E+00 1.255728643E+00 1.269854910E+00
1.183333839E+01 1.024158705E+00 1.012591530E+00 1.142798412E+00 1.219447087E+00 1.238537037E+00 1.246755428E+00 1.252631130E+00 1.262052908E+00 1.277628550E+00
1.200000000E+01 1.023597121E+00 1.012709755E+00 1.151290034E+00 1.222007277E+00 1.241061876E+00 1.250293177E+00 1.257551073E+00 1.268279162E+00 1.284768985E+00
1.216672606E+01 1.022957420E+00 1.012932230E+00 1.160931142E+00 1.224941179E+00 1.244002915E+00 1.254217077E+00 1.262594075E+00 1.274186679E+00 1.291205255E+00
1.233324570E+01 1.022341694E+00 1.013340430E+00 1.170984617E+00 1.228146863E+00 1.247295268E+00 1.258371796E+00 1.267545684E+00 1.279644437E+00 1.296967615E+00
1.249996187E+01 1.021931488E+00 1.015381327E+00 1.180519244E+00 1.231493175E+00 1.250818840E+00 1.262572945E+00 1.272248466E+00 1.284625151E+00 1.302146491E+00
1.266670514E+01 1.021979523E+00 1.043155161E+00 1.188766401E+00 1.234857867E+00 1.254429546E+00 1.266666162E+00 1.276634534E+00 1.289177865E+00 1.306855185E+00
1.283333839E+01 1.022758582E+00 1.066060031E+00 1.195424415E+00 1.238148514E+00 1.258000197E+00 1.270566183E+00 1.280716207E+00 1.293389637E+00 1.311225121E+00
1.300000000E+01 1.024483498E+00 1.083066657E+00 1.200644228E+00 1.241307076E+00 1.261452896E+00 1.274261290E+00 1.284554864E+00 1.297357738E+00 1.315351663E+00
