N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 7.678393000E-03 7.207356000E-03 6.844147000E-03 6.559107000E-03
1.016672606E+01 5.364808000E-03 5.012495000E-03 4.746481000E-03 4.541010000E-03
1.033324570E+01 3.725971000E-03 3.468198000E-03 3.276829000E-03 3.130948000E-03
1.049996187E+01 2.575529000E-03 2.390460000E-03 2.254878000E-03 2.152696000E-03
1.066670514E+01 1.774048000E-03 1.643209000E-03 1.548348000E-03 1.477568000E-03
1.083333839E+01 1.219065000E-03 1.127655000E-03 1.061970000E-03 1.013463000E-03
1.100000000E+01 8.365500000E-04 7.732940000E-04 7.282390000E-04 6.953060000E-04
1.116672606E+01 5.738200000E-04 5.303790000E-04 4.997480000E-04 4.776600000E-04
1.133324570E+01 3.938220000E-04 3.642350000E-04 3.435860000E-04 3.290160000E-04
1.149996187E+01 2.707390000E-04 2.507540000E-04 2.370400000E-04 2.275690000E-04
1.166670514E+01 1.867120000E-04 1.733670000E-04 1.643820000E-04 1.584460000E-04
1.183333839E+01 1.294090000E-04 1.206390000E-04 1.148970000E-04 1.113000000E-04
1.200000000E+01 9.038900000E-05 8.478700000E-05 8.120100000E-05 7.917600000E-05
1.216672606E+01 6.383500000E-05 6.035300000E-05 5.823100000E-05 5.721000000E-05
1.233324570E+01 4.578500000E-05 4.370600000E-05 4.257300000E-05 4.218200000E-05
1.249996187E+01 3.349700000E-05 3.237700000E-05 3.185800000E-05 3.185600000E-05
1.266670514E+01 2.513300000E-05 2.462100000E-05 2.450100000E-05 2.473400000E-05
1.283333839E+01 1.939900000E-05 1.928300000E-05 1.938800000E-05 1.974200000E-05
1.300000000E+01 1.544700000E-05 1.555100000E-05 1.578200000E-05 1.616500000E-05
