N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.135743700E-02 1.088665000E-02 1.053776100E-02 1.026459100E-02
1.016672606E+01 7.985668000E-03 7.616435000E-03 7.348980000E-03 7.143628000E-03
1.033324570E+01 5.575039000E-03 5.293960000E-03 5.094043000E-03 4.942819000E-03
1.049996187E+01 3.869314000E-03 3.660902000E-03 3.514660000E-03 3.405300000E-03
1.066670514E+01 2.673120000E-03 2.521873000E-03 2.416736000E-03 2.338748000E-03
1.083333839E+01 1.840461000E-03 1.732446000E-03 1.657862000E-03 1.602814000E-03
1.100000000E+01 1.264279000E-03 1.188050000E-03 1.135610000E-03 1.128372000E-03
1.116672606E+01 8.673800000E-04 8.140210000E-04 7.773480000E-04 7.719510000E-04
1.133324570E+01 5.949180000E-04 5.577600000E-04 5.322350000E-04 5.138610000E-04
1.149996187E+01 4.083570000E-04 3.825810000E-04 3.649130000E-04 3.522230000E-04
1.166670514E+01 2.808890000E-04 2.631000000E-04 2.509280000E-04 2.422690000E-04
1.183333839E+01 1.939880000E-04 1.818050000E-04 1.735130000E-04 1.677450000E-04
1.200000000E+01 1.348600000E-04 1.266330000E-04 1.211330000E-04 1.173910000E-04
1.216672606E+01 9.476300000E-05 8.933300000E-05 8.580300000E-05 8.355400000E-05
1.233324570E+01 6.764800000E-05 6.422600000E-05 6.210600000E-05 6.086700000E-05
1.249996187E+01 4.939500000E-05 4.736300000E-05 4.620500000E-05 4.564300000E-05
1.266670514E+01 3.710800000E-05 3.603300000E-05 3.550800000E-05 3.534000000E-05
1.283333839E+01 2.881800000E-05 2.834000000E-05 2.818100000E-05 2.822700000E-05
1.300000000E+01 2.313300000E-05 2.300600000E-05 2.303200000E-05 2.317600000E-05
