N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+15 315 1.142472952E+00 1.145642285E+00
1.468000E+10 1.778e+15 315 1.143478630E+00 1.145654649E+00
2.154000E+10 1.778e+15 315 1.144132949E+00 1.145635272E+00
3.162000E+10 1.778e+15 315 1.144559955E+00 1.145582900E+00
4.642000E+10 1.778e+15 315 1.144881496E+00 1.145579963E+00
6.813000E+10 1.778e+15 315 1.145115662E+00 1.145592846E+00
1.000000E+11 1.778e+15 315 1.145345950E+00 1.145672476E+00
1.468000E+11 1.778e+15 315 1.145589687E+00 1.145813611E+00
2.154000E+11 1.778e+15 315 1.145844536E+00 1.145998263E+00
3.162000E+11 1.778e+15 315 1.146123052E+00 1.146228935E+00
4.642000E+11 1.778e+15 315 1.146474811E+00 1.146548067E+00
6.813000E+11 1.778e+15 315 1.146928545E+00 1.146979480E+00
1.000000E+12 1.778e+15 315 1.147508570E+00 1.147544180E+00
1.468000E+12 1.778e+15 315 1.148229618E+00 1.148254743E+00
2.154000E+12 1.778e+15 315 1.151020216E+00 1.151066376E+00
3.162000E+12 1.778e+15 315 1.154947594E+00 1.154987301E+00
4.642000E+12 1.778e+15 315 1.159793919E+00 1.159804001E+00
6.813000E+12 1.778e+15 315 1.160722199E+00 1.160729542E+00
1.000000E+13 1.778e+15 315 1.161462993E+00 1.161468379E+00
