N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+15 330 1.009990719E+00 1.009596639E+00
1.468000E+10 1.778e+15 330 1.009909628E+00 1.009695325E+00
2.154000E+10 1.778e+15 330 1.009292248E+00 1.010164809E+00
3.162000E+10 1.778e+15 330 1.009735133E+00 1.010040145E+00
4.642000E+10 1.778e+15 330 1.010393290E+00 1.009925265E+00
6.813000E+10 1.778e+15 330 1.009871857E+00 1.010026272E+00
1.000000E+11 1.778e+15 330 1.010046002E+00 1.009644626E+00
1.468000E+11 1.778e+15 330 1.006986234E+00 1.010192799E+00
2.154000E+11 1.778e+15 330 1.010302408E+00 1.009979140E+00
3.162000E+11 1.778e+15 330 1.011833237E+00 1.011419044E+00
4.642000E+11 1.778e+15 330 1.007515141E+00 1.013330186E+00
6.813000E+11 1.778e+15 330 1.014809440E+00 1.014665055E+00
1.000000E+12 1.778e+15 330 1.018895501E+00 1.018908262E+00
1.468000E+12 1.778e+15 330 1.038120806E+00 1.038148887E+00
2.154000E+12 1.778e+15 330 1.053894694E+00 1.053920700E+00
3.162000E+12 1.778e+15 330 1.067851153E+00 1.067875596E+00
4.642000E+12 1.778e+15 330 1.079664580E+00 1.079686894E+00
6.813000E+12 1.778e+15 330 1.087276417E+00 1.087288002E+00
1.000000E+13 1.778e+15 330 1.093923242E+00 1.093934102E+00
