N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+15 295 1.148001458E+00 1.149359290E+00
1.468000E+10 1.778e+15 295 1.148446769E+00 1.149374840E+00
2.154000E+10 1.778e+15 295 1.148763703E+00 1.149397469E+00
3.162000E+10 1.778e+15 295 1.148997798E+00 1.149430375E+00
4.642000E+10 1.778e+15 295 1.149182820E+00 1.149478004E+00
6.813000E+10 1.778e+15 295 1.149345327E+00 1.149546749E+00
1.000000E+11 1.778e+15 295 1.149507365E+00 1.149644828E+00
1.468000E+11 1.778e+15 295 1.149689547E+00 1.149783386E+00
2.154000E+11 1.778e+15 295 1.149911811E+00 1.149975935E+00
3.162000E+11 1.778e+15 295 1.150193821E+00 1.150237679E+00
4.642000E+11 1.778e+15 295 1.151829089E+00 1.152006525E+00
6.813000E+11 1.778e+15 295 1.154393770E+00 1.154528839E+00
1.000000E+12 1.778e+15 295 1.157944599E+00 1.158050950E+00
1.468000E+12 1.778e+15 295 1.160839265E+00 1.160849857E+00
2.154000E+12 1.778e+15 295 1.161538215E+00 1.161545501E+00
3.162000E+12 1.778e+15 295 1.162155076E+00 1.162160100E+00
4.642000E+12 1.778e+15 295 1.162686482E+00 1.162689949E+00
6.813000E+12 1.778e+15 295 1.162923106E+00 1.162924930E+00
1.000000E+13 1.778e+15 295 1.163403828E+00 1.163405474E+00
