N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+15 320 1.081563502E+00 1.083155865E+00
1.468000E+10 1.778e+15 320 1.082490184E+00 1.083502926E+00
2.154000E+10 1.778e+15 320 1.083184269E+00 1.083869512E+00
3.162000E+10 1.778e+15 320 1.083927393E+00 1.084401025E+00
4.642000E+10 1.778e+15 320 1.084781654E+00 1.085082030E+00
6.813000E+10 1.778e+15 320 1.085641374E+00 1.085849861E+00
1.000000E+11 1.778e+15 320 1.087242759E+00 1.087397182E+00
1.468000E+11 1.778e+15 320 1.087934758E+00 1.088025620E+00
2.154000E+11 1.778e+15 320 1.088284771E+00 1.088347306E+00
3.162000E+11 1.778e+15 320 1.088734612E+00 1.088780043E+00
4.642000E+11 1.778e+15 320 1.091000473E+00 1.091037619E+00
6.813000E+11 1.778e+15 320 1.098677971E+00 1.098712248E+00
1.000000E+12 1.778e+15 320 1.107354476E+00 1.107382547E+00
1.468000E+12 1.778e+15 320 1.113108578E+00 1.113122599E+00
2.154000E+12 1.778e+15 320 1.114147594E+00 1.114157560E+00
3.162000E+12 1.778e+15 320 1.120494018E+00 1.120509952E+00
4.642000E+12 1.778e+15 320 1.129626606E+00 1.129639293E+00
6.813000E+12 1.778e+15 320 1.132293815E+00 1.132298050E+00
1.000000E+13 1.778e+15 320 1.132792913E+00 1.132795922E+00
