N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+15 340 1.006756224E+00 1.007194388E+00
1.468000E+10 1.778e+15 340 1.006880019E+00 1.007188539E+00
2.154000E+10 1.778e+15 340 1.006964948E+00 1.007180143E+00
3.162000E+10 1.778e+15 340 1.007019208E+00 1.007168209E+00
4.642000E+10 1.778e+15 340 1.007048727E+00 1.007151512E+00
6.813000E+10 1.778e+15 340 1.007058028E+00 1.007128710E+00
1.000000E+11 1.778e+15 340 1.007050148E+00 1.007098704E+00
1.468000E+11 1.778e+15 340 1.007028167E+00 1.007061553E+00
2.154000E+11 1.778e+15 340 1.006997198E+00 1.007020240E+00
3.162000E+11 1.778e+15 340 1.006967664E+00 1.006983698E+00
4.642000E+11 1.778e+15 340 1.006959685E+00 1.006971019E+00
6.813000E+11 1.778e+15 340 1.007007914E+00 1.007015583E+00
1.000000E+12 1.778e+15 340 1.007194846E+00 1.007200961E+00
1.468000E+12 1.778e+15 340 1.007601212E+00 1.007607945E+00
2.154000E+12 1.778e+15 340 1.008538843E+00 1.008545334E+00
3.162000E+12 1.778e+15 340 1.009601066E+00 1.009606212E+00
4.642000E+12 1.778e+15 340 1.010824524E+00 1.010830174E+00
6.813000E+12 1.778e+15 340 1.012690691E+00 1.012696087E+00
1.000000E+13 1.778e+15 340 1.014951599E+00 1.014956829E+00
