N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+15 310 1.116495752E+00 1.118156729E+00
1.468000E+10 1.778e+15 310 1.117192193E+00 1.118332863E+00
2.154000E+10 1.778e+15 310 1.117805813E+00 1.118589184E+00
3.162000E+10 1.778e+15 310 1.118421863E+00 1.118960459E+00
4.642000E+10 1.778e+15 310 1.119124091E+00 1.119495236E+00
6.813000E+10 1.778e+15 310 1.120002225E+00 1.120258986E+00
1.000000E+11 1.778e+15 310 1.121158108E+00 1.121336717E+00
1.468000E+11 1.778e+15 310 1.123914410E+00 1.124065589E+00
2.154000E+11 1.778e+15 310 1.128796858E+00 1.128890199E+00
3.162000E+11 1.778e+15 310 1.130136681E+00 1.130219748E+00
4.642000E+11 1.778e+15 310 1.131114020E+00 1.131176940E+00
6.813000E+11 1.778e+15 310 1.132562189E+00 1.132592736E+00
1.000000E+12 1.778e+15 310 1.139043070E+00 1.138257311E+00
1.468000E+12 1.778e+15 310 1.148883142E+00 1.148899203E+00
2.154000E+12 1.778e+15 310 1.150907819E+00 1.150919153E+00
3.162000E+12 1.778e+15 310 1.156652509E+00 1.156667715E+00
4.642000E+12 1.778e+15 310 1.161697218E+00 1.161709475E+00
6.813000E+12 1.778e+15 310 1.165848284E+00 1.165858228E+00
1.000000E+13 1.778e+15 310 1.175807978E+00 1.175811798E+00
