N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+15 305 1.137070333E+00 1.141810590E+00
1.468000E+10 1.778e+15 305 1.138424579E+00 1.141846336E+00
2.154000E+10 1.778e+15 305 1.139464630E+00 1.141898746E+00
3.162000E+10 1.778e+15 305 1.140261223E+00 1.141975569E+00
4.642000E+10 1.778e+15 305 1.140887882E+00 1.142088096E+00
6.813000E+10 1.778e+15 305 1.141414558E+00 1.142252790E+00
1.000000E+11 1.778e+15 305 1.141907502E+00 1.142493481E+00
1.468000E+11 1.778e+15 305 1.142433124E+00 1.142844571E+00
2.154000E+11 1.778e+15 305 1.143064845E+00 1.143356166E+00
3.162000E+11 1.778e+15 305 1.143887122E+00 1.144096062E+00
4.642000E+11 1.778e+15 305 1.145008919E+00 1.145161578E+00
6.813000E+11 1.778e+15 305 1.146570525E+00 1.146684820E+00
1.000000E+12 1.778e+15 305 1.148362688E+00 1.148386945E+00
1.468000E+12 1.778e+15 305 1.148978807E+00 1.148995590E+00
2.154000E+12 1.778e+15 305 1.149699474E+00 1.149711118E+00
3.162000E+12 1.778e+15 305 1.150514690E+00 1.150522812E+00
4.642000E+12 1.778e+15 305 1.151057819E+00 1.151063491E+00
6.813000E+12 1.778e+15 305 1.151682496E+00 1.151686480E+00
1.000000E+13 1.778e+15 305 1.152266560E+00 1.152269366E+00
