N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+15 330 1.083464303E+00 1.085443880E+00
1.468000E+10 1.778e+15 330 1.084087706E+00 1.085490658E+00
2.154000E+10 1.778e+15 330 1.084589510E+00 1.085547760E+00
3.162000E+10 1.778e+15 330 1.085017841E+00 1.085683362E+00
4.642000E+10 1.778e+15 330 1.085424381E+00 1.085889034E+00
6.813000E+10 1.778e+15 330 1.085858408E+00 1.086185400E+00
1.000000E+11 1.778e+15 330 1.086369320E+00 1.086602272E+00
1.468000E+11 1.778e+15 330 1.087023579E+00 1.087192224E+00
2.154000E+11 1.778e+15 330 1.087889692E+00 1.088014355E+00
3.162000E+11 1.778e+15 330 1.089596171E+00 1.089726465E+00
4.642000E+11 1.778e+15 330 1.092994839E+00 1.093095490E+00
6.813000E+11 1.778e+15 330 1.096849854E+00 1.096913432E+00
1.000000E+12 1.778e+15 330 1.099284191E+00 1.099335219E+00
1.468000E+12 1.778e+15 330 1.101684382E+00 1.101728337E+00
2.154000E+12 1.778e+15 330 1.106137429E+00 1.106214750E+00
3.162000E+12 1.778e+15 330 1.111373540E+00 1.111442615E+00
4.642000E+12 1.778e+15 330 1.113595854E+00 1.113626620E+00
6.813000E+12 1.778e+15 330 1.115507364E+00 1.115533319E+00
1.000000E+13 1.778e+15 330 1.116967539E+00 1.116989344E+00
