N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+15 315 1.104091719E+00 1.105597236E+00
1.468000E+10 1.778e+15 315 1.104597360E+00 1.105628408E+00
2.154000E+10 1.778e+15 315 1.104967861E+00 1.105673053E+00
3.162000E+10 1.778e+15 315 1.105255688E+00 1.105737802E+00
4.642000E+10 1.778e+15 315 1.105502045E+00 1.105831545E+00
6.813000E+10 1.778e+15 315 1.105740540E+00 1.105965832E+00
1.000000E+11 1.778e+15 315 1.106002978E+00 1.106157093E+00
1.468000E+11 1.778e+15 315 1.106319052E+00 1.106424569E+00
2.154000E+11 1.778e+15 315 1.106719861E+00 1.106792261E+00
3.162000E+11 1.778e+15 315 1.108961389E+00 1.109023589E+00
4.642000E+11 1.778e+15 315 1.114142440E+00 1.114199968E+00
6.813000E+11 1.778e+15 315 1.119068096E+00 1.119096645E+00
1.000000E+12 1.778e+15 315 1.122938257E+00 1.122958090E+00
1.468000E+12 1.778e+15 315 1.125428054E+00 1.125447616E+00
2.154000E+12 1.778e+15 315 1.135619087E+00 1.135645994E+00
3.162000E+12 1.778e+15 315 1.140665011E+00 1.140685885E+00
4.642000E+12 1.778e+15 315 1.143887619E+00 1.143893760E+00
6.813000E+12 1.778e+15 315 1.145107007E+00 1.145118207E+00
1.000000E+13 1.778e+15 315 1.152112990E+00 1.152137421E+00
