N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+15 310 1.139532473E+00 1.142121675E+00
1.468000E+10 1.778e+15 310 1.140357275E+00 1.142132589E+00
2.154000E+10 1.778e+15 310 1.140932845E+00 1.142148012E+00
3.162000E+10 1.778e+15 310 1.141340260E+00 1.142171159E+00
4.642000E+10 1.778e+15 310 1.141636635E+00 1.142204477E+00
6.813000E+10 1.778e+15 310 1.141740162E+00 1.142130736E+00
1.000000E+11 1.778e+15 310 1.141873558E+00 1.142139793E+00
1.468000E+11 1.778e+15 310 1.142059197E+00 1.142241372E+00
2.154000E+11 1.778e+15 310 1.142261361E+00 1.142490104E+00
3.162000E+11 1.778e+15 310 1.142911210E+00 1.143100037E+00
4.642000E+11 1.778e+15 310 1.143842299E+00 1.143979790E+00
6.813000E+11 1.778e+15 310 1.145136883E+00 1.145239436E+00
1.000000E+12 1.778e+15 310 1.146945318E+00 1.147024138E+00
1.468000E+12 1.778e+15 310 1.149455002E+00 1.149517821E+00
2.154000E+12 1.778e+15 310 1.152887421E+00 1.152939534E+00
3.162000E+12 1.778e+15 310 1.155168663E+00 1.155179271E+00
4.642000E+12 1.778e+15 310 1.155965880E+00 1.155973409E+00
6.813000E+12 1.778e+15 310 1.156725383E+00 1.156730723E+00
1.000000E+13 1.778e+15 310 1.157352606E+00 1.157356435E+00
