N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+15 335 1.059283513E+00 1.061077102E+00
1.468000E+10 1.778e+15 335 1.059851775E+00 1.061166427E+00
2.154000E+10 1.778e+15 335 1.060424698E+00 1.061430251E+00
3.162000E+10 1.778e+15 335 1.061106180E+00 1.061815259E+00
4.642000E+10 1.778e+15 335 1.061852441E+00 1.062344635E+00
6.813000E+10 1.778e+15 335 1.062655655E+00 1.062998743E+00
1.000000E+11 1.778e+15 335 1.063685972E+00 1.063936492E+00
1.468000E+11 1.778e+15 335 1.064546278E+00 1.064695874E+00
2.154000E+11 1.778e+15 335 1.065561667E+00 1.065680746E+00
3.162000E+11 1.778e+15 335 1.068763292E+00 1.067176880E+00
4.642000E+11 1.778e+15 335 1.070434711E+00 1.070497333E+00
6.813000E+11 1.778e+15 335 1.072202504E+00 1.072234603E+00
1.000000E+12 1.778e+15 335 1.072698632E+00 1.072721049E+00
1.468000E+12 1.778e+15 335 1.073296347E+00 1.073312217E+00
2.154000E+12 1.778e+15 335 1.074393617E+00 1.074428287E+00
3.162000E+12 1.778e+15 335 1.077794497E+00 1.077824660E+00
4.642000E+12 1.778e+15 335 1.083478793E+00 1.083532359E+00
6.813000E+12 1.778e+15 335 1.086237826E+00 1.086261076E+00
1.000000E+13 1.778e+15 335 1.088472462E+00 1.088492324E+00
