N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.778e+15 325 1.118649512E+00 1.121607070E+00
1.468000E+10 1.778e+15 325 1.119587839E+00 1.121623764E+00
2.154000E+10 1.778e+15 325 1.120221569E+00 1.121654083E+00
3.162000E+10 1.778e+15 325 1.120743557E+00 1.121727494E+00
4.642000E+10 1.778e+15 325 1.121184807E+00 1.121867162E+00
6.813000E+10 1.778e+15 325 1.121594560E+00 1.122070438E+00
1.000000E+11 1.778e+15 325 1.122019050E+00 1.122351451E+00
1.468000E+11 1.778e+15 325 1.122505593E+00 1.122742072E+00
2.154000E+11 1.778e+15 325 1.123113622E+00 1.123284493E+00
3.162000E+11 1.778e+15 325 1.123893626E+00 1.124019494E+00
4.642000E+11 1.778e+15 325 1.124888107E+00 1.124982935E+00
6.813000E+11 1.778e+15 325 1.126084780E+00 1.126140046E+00
1.000000E+12 1.778e+15 325 1.126789817E+00 1.126828826E+00
1.468000E+12 1.778e+15 325 1.127643853E+00 1.127671622E+00
2.154000E+12 1.778e+15 325 1.128633503E+00 1.128653491E+00
3.162000E+12 1.778e+15 325 1.130256172E+00 1.130270640E+00
4.642000E+12 1.778e+15 325 1.130815616E+00 1.130826238E+00
6.813000E+12 1.778e+15 325 1.131791226E+00 1.131799097E+00
1.000000E+13 1.778e+15 325 1.132567945E+00 1.132573789E+00
