N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.778e+15 335 1.005739356E+00 1.006300441E+00
1.468000E+10 1.778e+15 335 1.005981740E+00 1.006299740E+00
2.154000E+10 1.778e+15 335 1.006021758E+00 1.006298822E+00
3.162000E+10 1.778e+15 335 1.006096911E+00 1.006297707E+00
4.642000E+10 1.778e+15 335 1.006230313E+00 1.006296550E+00
6.813000E+10 1.778e+15 335 1.006218412E+00 1.006307477E+00
1.000000E+11 1.778e+15 335 1.006266697E+00 1.006320264E+00
1.468000E+11 1.778e+15 335 1.006314440E+00 1.006359525E+00
2.154000E+11 1.778e+15 335 1.006412196E+00 1.006542774E+00
3.162000E+11 1.778e+15 335 1.006637036E+00 1.006660257E+00
4.642000E+11 1.778e+15 335 1.006951938E+00 1.006971149E+00
6.813000E+11 1.778e+15 335 1.007149964E+00 1.007161352E+00
1.000000E+12 1.778e+15 335 1.007582727E+00 1.007593275E+00
1.468000E+12 1.778e+15 335 1.008360593E+00 1.008368243E+00
2.154000E+12 1.778e+15 335 1.009117343E+00 1.009124792E+00
3.162000E+12 1.778e+15 335 1.010436945E+00 1.010443887E+00
4.642000E+12 1.778e+15 335 1.011907630E+00 1.011913062E+00
6.813000E+12 1.778e+15 335 1.013657273E+00 1.013663194E+00
1.000000E+13 1.778e+15 335 1.016106196E+00 1.016115207E+00
