Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.333820270E+00 1.081714773E+00 2.521054970E-01 1.253825328E+00 1.045844103E+00 2.079812250E-01 7.999494200E-02 3.587067000E-02
1.468000E+10 1.333876381E+00 1.082432952E+00 2.514434290E-01 1.272887072E+00 1.053649982E+00 2.192370900E-01 6.098930900E-02 2.878297000E-02
2.154000E+10 1.333958333E+00 1.083459107E+00 2.504992260E-01 1.287821465E+00 1.061084468E+00 2.267369970E-01 4.613686800E-02 2.237463900E-02
3.162000E+10 1.334077751E+00 1.084907530E+00 2.491702210E-01 1.299300773E+00 1.067972726E+00 2.313280470E-01 3.477697800E-02 1.693480400E-02
4.642000E+10 1.334251226E+00 1.086918509E+00 2.473327170E-01 1.308090122E+00 1.074363698E+00 2.337264240E-01 2.616110400E-02 1.255481100E-02
6.813000E+10 1.334502084E+00 1.089647534E+00 2.448545500E-01 1.314879796E+00 1.080476693E+00 2.344031030E-01 1.962228800E-02 9.170841000E-03
1.000000E+11 1.334862468E+00 1.093239778E+00 2.416226900E-01 1.320220144E+00 1.086606712E+00 2.336134320E-01 1.464232400E-02 6.633066000E-03
1.468000E+11 1.335375475E+00 1.097787082E+00 2.375883930E-01 1.324526514E+00 1.093020710E+00 2.315058040E-01 1.084896100E-02 4.766372000E-03
2.154000E+11 1.336096645E+00 1.103275085E+00 2.328215600E-01 1.328117915E+00 1.099866165E+00 2.282517500E-01 7.978730000E-03 3.408920000E-03
3.162000E+11 1.337093635E+00 1.109546383E+00 2.275472520E-01 1.331258065E+00 1.107118671E+00 2.241393940E-01 5.835570000E-03 2.427712000E-03
4.642000E+11 1.338442589E+00 1.116310945E+00 2.221316440E-01 1.334180307E+00 1.114589463E+00 2.195908440E-01 4.262282000E-03 1.721482000E-03
6.813000E+11 1.340220055E+00 1.123213927E+00 2.170061280E-01 1.337092955E+00 1.121998410E+00 2.150945450E-01 3.127100000E-03 1.215517000E-03
1.000000E+12 1.342490824E+00 1.129928058E+00 2.125627660E-01 1.340171110E+00 1.129073096E+00 2.110980140E-01 2.319714000E-03 8.549620000E-04
1.468000E+12 1.345294415E+00 1.136218991E+00 2.090754240E-01 1.343544206E+00 1.135619696E+00 2.079245100E-01 1.750209000E-03 5.992950000E-04
2.154000E+12 1.348635245E+00 1.141956852E+00 2.066783930E-01 1.347287132E+00 1.141538177E+00 2.057489550E-01 1.348113000E-03 4.186750000E-04
3.162000E+12 1.352481195E+00 1.147091435E+00 2.053897600E-01 1.351420596E+00 1.146799993E+00 2.046206030E-01 1.060599000E-03 2.914420000E-04
4.642000E+12 1.356773147E+00 1.151621001E+00 2.051521460E-01 1.355923150E+00 1.151418868E+00 2.045042820E-01 8.499970000E-04 2.021330000E-04
6.813000E+12 1.361442461E+00 1.155653776E+00 2.057886850E-01 1.360751604E+00 1.155475101E+00 2.052765030E-01 6.908570000E-04 1.786750000E-04
1.000000E+13 1.366427446E+00 1.159413701E+00 2.070137450E-01 1.365860737E+00 1.159280544E+00 2.065801930E-01 5.667090000E-04 1.331570000E-04
