N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.211314905E+00 1.206427834E+00 1.201953903E+00 1.197818164E+00
1.016672606E+01 1.215174411E+00 1.210188116E+00 1.205639299E+00 1.201443896E+00
1.033324570E+01 1.217950816E+00 1.212898663E+00 1.208311713E+00 1.204097387E+00
1.049996187E+01 1.219946700E+00 1.214864627E+00 1.210278474E+00 1.206088059E+00
1.066670514E+01 1.221398067E+00 1.216325645E+00 1.211783276E+00 1.207664494E+00
1.083333839E+01 1.222487474E+00 1.217469457E+00 1.213020600E+00 1.209028641E+00
1.100000000E+01 1.223357746E+00 1.218446532E+00 1.214149973E+00 1.210349619E+00
1.116672606E+01 1.224124441E+00 1.219382515E+00 1.215307854E+00 1.211773367E+00
1.133324570E+01 1.224886112E+00 1.220387592E+00 1.216614178E+00 1.213425057E+00
1.149996187E+01 1.225731599E+00 1.221560796E+00 1.218172009E+00 1.215402995E+00
1.166670514E+01 1.226743278E+00 1.222988211E+00 1.220059533E+00 1.217765471E+00
1.183333839E+01 1.227995140E+00 1.224734642E+00 1.222317151E+00 1.220516683E+00
1.200000000E+01 1.229545724E+00 1.226831981E+00 1.224936070E+00 1.223601792E+00
1.216672606E+01 1.231428094E+00 1.229270059E+00 1.227857228E+00 1.226917659E+00
1.233324570E+01 1.233641656E+00 1.231996909E+00 1.230984569E+00 1.230338929E+00
1.249996187E+01 1.236151246E+00 1.234931185E+00 1.234209851E+00 1.233750653E+00
1.266670514E+01 1.238895701E+00 1.237983559E+00 1.237441013E+00 1.237076193E+00
1.283333839E+01 1.241804190E+00 1.241080497E+00 1.240623938E+00 1.240290108E+00
1.300000000E+01 1.244815646E+00 1.244181677E+00 1.243749445E+00 1.243412451E+00
