N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+17 310 2.100E-4 1.259813675E+00 1.316078808E+00
1.468000E+10 1.000E+17 310 2.100E-4 1.271973248E+00 1.316191936E+00
2.154000E+10 1.000E+17 310 2.100E-4 1.281449659E+00 1.316356657E+00
3.162000E+10 1.000E+17 310 2.100E-4 1.288954660E+00 1.316595709E+00
4.642000E+10 1.000E+17 310 2.100E-4 1.295074093E+00 1.316940930E+00
6.813000E+10 1.000E+17 310 2.100E-4 1.300236210E+00 1.317435970E+00
1.000000E+11 1.000E+17 310 2.100E-4 1.304735004E+00 1.318138894E+00
1.468000E+11 1.000E+17 310 2.100E-4 1.308782702E+00 1.319123645E+00
2.154000E+11 1.000E+17 310 2.100E-4 1.312562666E+00 1.320478689E+00
3.162000E+11 1.000E+17 310 2.100E-4 1.316259474E+00 1.322300786E+00
4.642000E+11 1.000E+17 310 2.100E-4 1.320058764E+00 1.324682163E+00
6.813000E+11 1.000E+17 310 2.100E-4 1.324125219E+00 1.327692033E+00
1.000000E+12 1.000E+17 310 2.100E-4 1.328576516E+00 1.331357930E+00
1.468000E+12 1.000E+17 310 2.100E-4 1.333471245E+00 1.335667415E+00
2.154000E+12 1.000E+17 310 2.100E-4 1.338778437E+00 1.340530938E+00
3.162000E+12 1.000E+17 310 2.100E-4 1.344438165E+00 1.345845396E+00
4.642000E+12 1.000E+17 310 2.100E-4 1.350383526E+00 1.351517818E+00
6.813000E+12 1.000E+17 310 2.100E-4 1.356549699E+00 1.357458620E+00
1.000000E+13 1.000E+17 310 2.100E-4 1.362885211E+00 1.363612725E+00
