fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 9:47:48 297 39.04 1.000E+000 9.600E-001 3.161E-006 3.750E+003 3.110E+000 6.771E-009 2.227E-003 
0002 9:50:52 297 39.04 1.000E+000 9.600E-001 3.236E-006 3.863E+003 3.137E+000 6.537E-009 2.142E-003 
0003 9:54:26 297 39.04 1.000E+000 9.600E-001 3.169E-006 3.856E+003 3.135E+000 6.549E-009 2.065E-003 
0004 10:00:54 297 39.04 1.000E+000 9.600E-001 3.525E-006 3.625E+003 3.074E+000 7.114E-009 2.647E-003 
0005 10:04:32 296.9 39.05 1.000E+000 9.600E-001 2.820E-006 3.853E+003 3.122E+000 6.526E-009 1.958E-003 
0006 10:09:50 296.9 39.05 1.000E+000 9.600E-001 2.884E-006 3.813E+003 3.112E+000 6.622E-009 2.086E-003 
0007 10:12:58 296.9 39.05 1.000E+000 9.600E-001 2.829E-006 3.834E+003 3.118E+000 6.558E-009 1.016E-002 
0008 10:17:36 296.9 39.05 1.000E+000 9.600E-001 2.847E-006 3.764E+003 3.100E+000 6.712E-009 2.011E-003 
0009 10:21:48 297 39.04 1.000E+000 9.600E-001 2.789E-006 3.837E+003 3.125E+000 6.545E-009 2.075E-003 
0010 10:24:20 297 39.04 1.000E+000 9.600E-001 2.795E-006 3.783E+003 3.117E+000 6.623E-009 2.158E-003 
0011 10:28:38 297.1 39.02 1.000E+000 9.600E-001 2.876E-006 3.838E+003 3.119E+000 6.623E-009 1.975E-003 
0012 10:30:52 297 39.04 1.000E+000 9.600E-001 2.894E-006 3.748E+003 3.100E+000 6.727E-009 2.017E-003 
0013 10:32:48 297 39.04 1.000E+000 9.600E-001 2.918E-006 3.715E+003 3.093E+000 6.788E-009 3.994E-003 
