fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0DT0 6:54 295.3 39.26 1.000E+000 2.162E+000 2.108E-006 4.189E+002 2.599E+000 4.722E-008 1.789E-003 
0DT1 6:50 295.2 39.28 1.000E+000 2.137E+000 2.175E-006 4.188E+002 2.579E+000 4.897E-008 1.270E-003 
0DT2 6:59 295.3 39.26 1.000E+000 2.159E+000 2.080E-006 4.189E+002 2.630E+000 4.407E-008 4.567E-004 
0DT3 7:2 295.3 39.26 1.000E+000 2.174E+000 2.056E-006 4.189E+002 2.617E+000 4.537E-008 7.092E-004 
0DT4 7:5 295.4 39.25 1.000E+000 2.187E+000 2.006E-006 4.190E+002 2.688E+000 3.921E-008 1.885E-003 
0DT5 7:8 295.4 39.25 1.000E+000 2.184E+000 2.042E-006 4.190E+002 2.630E+000 4.435E-008 6.652E-004 
0DT6 7:14 295.5 39.24 1.000E+000 2.189E+000 1.984E-006 4.192E+002 2.717E+000 3.711E-008 2.052E-003 
0DT7 7:17 295.6 39.22 1.000E+000 2.130E+000 2.255E-006 4.193E+002 2.573E+000 5.044E-008 1.047E-003 
0DT8 7:20 295.6 39.22 1.000E+000 2.176E+000 2.075E-006 4.193E+002 2.623E+000 4.538E-008 8.453E-004 
0DT9 7:24 295.7 39.21 1.000E+000 2.189E+000 2.070E-006 4.195E+002 2.653E+000 4.295E-008 7.173E-004 
