T d154 d184 d214 d244
d 150 180 210 240
290 1.241461766E+00 1.241598755E+00 1.241628148E+00 1.241149898E+00
295 1.240890922E+00 1.240924791E+00 1.241051761E+00 1.240636860E+00
300 1.241077521E+00 1.241177344E+00 1.241280997E+00 1.240953461E+00
305 1.241770507E+00 1.241718716E+00 1.241894387E+00 1.241775430E+00
310 1.243505843E+00 1.243329945E+00 1.243451429E+00 1.243377848E+00
315 1.245565572E+00 1.245277026E+00 1.245445555E+00 1.245367515E+00
320 1.247657895E+00 1.247328984E+00 1.247295347E+00 1.247396530E+00
325 1.250084031E+00 1.249621142E+00 1.249513509E+00 1.249528908E+00
330 1.252285822E+00 1.251736532E+00 1.251299416E+00 1.251399501E+00
335 1.253732027E+00 1.252988349E+00 1.252324030E+00 1.252264623E+00
340 1.254429546E+00 1.253358283E+00 1.252326170E+00 1.251942317E+00
