N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.023697148E+00 1.023620978E+00 1.023510636E+00 1.023351766E+00 1.023125069E+00 1.022805808E+00 1.022364737E+00 1.021772245E+00 1.021008386E+00 1.020081424E+00 1.019054227E+00 1.018068549E+00 1.017344890E+00 1.017134222E+00 1.017632534E+00 1.018916469E+00 1.020956086E+00 1.023686146E+00 1.027072145E+00
1.600000000E+01 1.239088703E+00 1.239340548E+00 1.239704380E+00 1.240226250E+00 1.240967113E+00 1.242003588E+00 1.243424313E+00 1.245318293E+00 1.247752109E+00 1.250738641E+00 1.254210602E+00 1.258022049E+00 1.261991037E+00 1.265963108E+00 1.269851452E+00 1.273633864E+00 1.277327608E+00 1.280969378E+00 1.284605546E+00
1.700000000E+01 1.327113742E+00 1.327218210E+00 1.327370026E+00 1.327589663E+00 1.327905402E+00 1.328355252E+00 1.328988309E+00 1.329864479E+00 1.331051260E+00 1.332616261E+00 1.334616204E+00 1.337085268E+00 1.340027989E+00 1.343420193E+00 1.347218299E+00 1.351373209E+00 1.355842896E+00 1.360597610E+00 1.365616399E+00
1.549996187E+01 1.041310016E+00 1.042688066E+00 1.044684036E+00 1.047557145E+00 1.051655680E+00 1.057425947E+00 1.065396659E+00 1.076110218E+00 1.089964717E+00 1.106950874E+00 1.126356535E+00 1.146664472E+00 1.165921434E+00 1.182533012E+00 1.195909888E+00 1.206424035E+00 1.214853307E+00 1.221882755E+00 1.227955134E+00
1.649996187E+01 1.287823940E+00 1.287933644E+00 1.288092821E+00 1.288322602E+00 1.288651912E+00 1.289118974E+00 1.289772048E+00 1.290667854E+00 1.291866395E+00 1.293421207E+00 1.295366923E+00 1.297708776E+00 1.300420500E+00 1.303453158E+00 1.306751042E+00 1.310267561E+00 1.313975416E+00 1.317868897E+00 1.321958325E+00
1.674996808E+01 1.306798776E+00 1.306902302E+00 1.307052636E+00 1.307269964E+00 1.307582011E+00 1.308025810E+00 1.308648782E+00 1.309507956E+00 1.310665974E+00 1.312182931E+00 1.314104822E+00 1.316452750E+00 1.319218147E+00 1.322367572E+00 1.325854965E+00 1.329635963E+00 1.333678889E+00 1.337968475E+00 1.342501358E+00
1.624993176E+01 1.267615505E+00 1.267756778E+00 1.267961344E+00 1.268255818E+00 1.268675974E+00 1.269268236E+00 1.270089154E+00 1.271201424E+00 1.272664760E+00 1.274521498E+00 1.276781149E+00 1.279412934E+00 1.282352898E+00 1.285523713E+00 1.288855890E+00 1.292301506E+00 1.295839297E+00 1.299473338E+00 1.303226362E+00
1.574996808E+01 1.181462962E+00 1.182056890E+00 1.182914563E+00 1.184143804E+00 1.185886733E+00 1.188320019E+00 1.191643495E+00 1.196046322E+00 1.201642014E+00 1.208378034E+00 1.215959326E+00 1.223861872E+00 1.231487918E+00 1.238397452E+00 1.244445305E+00 1.249729942E+00 1.254443459E+00 1.258762051E+00 1.262816486E+00
1.524993176E+01 1.012415181E+00 1.012398727E+00 1.012375212E+00 1.012342036E+00 1.012296134E+00 1.012234495E+00 1.012155551E+00 1.012062133E+00 1.011966863E+00 1.011900291E+00 1.011920158E+00 1.012116558E+00 1.012605237E+00 1.043514836E+00 1.076404702E+00 1.101598496E+00 1.120768397E+00 1.135868433E+00 1.148220059E+00
