N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.170738079E+00 1.171033964E+00 1.171461818E+00 1.172076287E+00 1.172950150E+00 1.174175469E+00 1.175859641E+00 1.178111096E+00 1.181009675E+00 1.184562462E+00 1.188661375E+00 1.193078764E+00 1.197533648E+00 1.201808829E+00 1.205834505E+00 1.209672025E+00 1.213429354E+00 1.217190826E+00 1.220996580E+00
1.600000000E+01 1.245698268E+00 1.245766561E+00 1.245866194E+00 1.246011229E+00 1.246221663E+00 1.246525459E+00 1.246960960E+00 1.247579146E+00 1.248445072E+00 1.249636946E+00 1.251241351E+00 1.253343080E+00 1.256009867E+00 1.259275264E+00 1.263126582E+00 1.267506123E+00 1.272328524E+00 1.277505587E+00 1.282963377E+00
1.700000000E+01 1.309125529E+00 1.309277440E+00 1.309498534E+00 1.309819327E+00 1.310282515E+00 1.310946566E+00 1.311889015E+00 1.313207942E+00 1.315018993E+00 1.317444569E+00 1.320592767E+00 1.324528222E+00 1.329244797E+00 1.334655914E+00 1.340613169E+00 1.346946244E+00 1.353501175E+00 1.360157814E+00 1.366826531E+00
1.549996187E+01 1.220911641E+00 1.220981127E+00 1.221082182E+00 1.221228593E+00 1.221439554E+00 1.221741123E+00 1.222167526E+00 1.222761652E+00 1.223573910E+00 1.224658834E+00 1.226069764E+00 1.227853202E+00 1.230044711E+00 1.232665849E+00 1.235720005E+00 1.239188589E+00 1.243033323E+00 1.247207008E+00 1.251665557E+00
1.649996187E+01 1.272786694E+00 1.272888076E+00 1.273035874E+00 1.273250840E+00 1.273562322E+00 1.274011156E+00 1.274652777E+00 1.275559862E+00 1.276822928E+00 1.278546606E+00 1.280838853E+00 1.283791839E+00 1.287457340E+00 1.291825851E+00 1.296822193E+00 1.302324805E+00 1.308200338E+00 1.314333060E+00 1.320634409E+00
1.674996808E+01 1.289387795E+00 1.289514052E+00 1.289697975E+00 1.289965166E+00 1.290351677E+00 1.290907266E+00 1.291698755E+00 1.292812263E+00 1.294352332E+00 1.296434937E+00 1.299171605E+00 1.302644638E+00 1.306879575E+00 1.311828092E+00 1.317374637E+00 1.323367925E+00 1.329660206E+00 1.336131921E+00 1.342693774E+00
1.624993176E+01 1.258425688E+00 1.258507405E+00 1.258626595E+00 1.258800086E+00 1.259051749E+00 1.259414970E+00 1.259935401E+00 1.260673573E+00 1.261706203E+00 1.263124484E+00 1.265027042E+00 1.267505993E+00 1.270626996E+00 1.274408934E+00 1.278813272E+00 1.283752342E+00 1.289115360E+00 1.294797509E+00 1.300715065E+00
1.574996808E+01 1.232882135E+00 1.232944225E+00 1.233034742E+00 1.233166366E+00 1.233357034E+00 1.233631670E+00 1.234024159E+00 1.234579045E+00 1.235352369E+00 1.236410573E+00 1.237826440E+00 1.239671524E+00 1.242005424E+00 1.244863553E+00 1.248247069E+00 1.252120739E+00 1.256423071E+00 1.261085153E+00 1.266046424E+00
1.524993176E+01 1.204367961E+00 1.204484876E+00 1.204654280E+00 1.204898337E+00 1.205247045E+00 1.205739493E+00 1.206423665E+00 1.207353349E+00 1.208580498E+00 1.210143046E+00 1.212052431E+00 1.214289995E+00 1.216819903E+00 1.219612456E+00 1.222657961E+00 1.225959272E+00 1.229515049E+00 1.233312500E+00 1.237331580E+00
