N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.188203358E+00 1.208124189E+00 1.220576982E+00 1.231352137E+00 1.244031095E+00 1.257033440E+00 1.271673411E+00 1.288765695E+00 1.309189692E+00
1.016672606E+01 1.188355980E+00 1.208200190E+00 1.220637152E+00 1.231415328E+00 1.244105232E+00 1.257124402E+00 1.271787130E+00 1.288907048E+00 1.309357785E+00
1.033324570E+01 1.188576937E+00 1.208310610E+00 1.220724844E+00 1.231507518E+00 1.244213395E+00 1.257257053E+00 1.271952844E+00 1.289112836E+00 1.309602257E+00
1.049996187E+01 1.188894863E+00 1.208470362E+00 1.220852326E+00 1.231641787E+00 1.244370941E+00 1.257450144E+00 1.272193803E+00 1.289411640E+00 1.309956699E+00
1.066670514E+01 1.189348298E+00 1.208700083E+00 1.221036937E+00 1.231836731E+00 1.244599730E+00 1.257730303E+00 1.272542871E+00 1.289843598E+00 1.310467997E+00
1.083333839E+01 1.189986889E+00 1.209027516E+00 1.221302767E+00 1.232118479E+00 1.244930474E+00 1.258134793E+00 1.273045700E+00 1.290463986E+00 1.311200078E+00
1.100000000E+01 1.190870423E+00 1.209488584E+00 1.221682491E+00 1.232523006E+00 1.245405480E+00 1.258714639E+00 1.273764191E+00 1.291346689E+00 1.312237199E+00
1.116672606E+01 1.192063517E+00 1.210127293E+00 1.222219045E+00 1.233098503E+00 1.246081412E+00 1.259537543E+00 1.274779200E+00 1.292586301E+00 1.313684910E+00
1.133324570E+01 1.193623514E+00 1.210993629E+00 1.222966418E+00 1.233907088E+00 1.247031131E+00 1.260689357E+00 1.276190885E+00 1.294296361E+00 1.315665767E+00
1.149996187E+01 1.195581832E+00 1.212138871E+00 1.223988723E+00 1.235024610E+00 1.248343028E+00 1.262271862E+00 1.278113725E+00 1.296600384E+00 1.318306037E+00
1.166670514E+01 1.197925462E+00 1.213609437E+00 1.225356662E+00 1.236536901E+00 1.250115597E+00 1.264394233E+00 1.280663248E+00 1.299612734E+00 1.321711332E+00
1.183333839E+01 1.200593374E+00 1.215442149E+00 1.227141023E+00 1.238530950E+00 1.252445179E+00 1.267155990E+00 1.283933112E+00 1.303410047E+00 1.325934546E+00
1.200000000E+01 1.203500801E+00 1.217663560E+00 1.229403210E+00 1.241080463E+00 1.255406829E+00 1.270622890E+00 1.287966766E+00 1.308001421E+00 1.330948332E+00
1.216672606E+01 1.206582270E+00 1.220291419E+00 1.232183622E+00 1.244228174E+00 1.259032591E+00 1.274803120E+00 1.292735256E+00 1.313312939E+00 1.336639415E+00
1.233324570E+01 1.209819648E+00 1.223332340E+00 1.235490300E+00 1.247971189E+00 1.263296845E+00 1.279636770E+00 1.298136153E+00 1.319200326E+00 1.342834037E+00
1.249996187E+01 1.213231019E+00 1.226774794E+00 1.239293656E+00 1.252258311E+00 1.268119358E+00 1.285008808E+00 1.304019760E+00 1.325487665E+00 1.349343497E+00
1.266670514E+01 1.216837060E+00 1.230585629E+00 1.243533482E+00 1.257004503E+00 1.273388494E+00 1.290782091E+00 1.310230076E+00 1.332010808E+00 1.356003896E+00
1.283333839E+01 1.220638804E+00 1.234717115E+00 1.248137001E+00 1.262116136E+00 1.278992254E+00 1.296831334E+00 1.316636613E+00 1.338641675E+00 1.362691626E+00
1.300000000E+01 1.224616738E+00 1.239119066E+00 1.253036489E+00 1.267511372E+00 1.284838432E+00 1.303059133E+00 1.323142607E+00 1.345287742E+00 1.369317484E+00
