N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.033258579E+00 1.014932309E+00 1.009604306E+00 1.129296414E+00 1.221223790E+00 1.263752235E+00 1.288604346E+00 1.309695675E+00 1.330921772E+00
1.016672606E+01 1.033140915E+00 1.014894370E+00 1.009603571E+00 1.130281310E+00 1.221636499E+00 1.263955245E+00 1.288741625E+00 1.309813901E+00 1.331033747E+00
1.033324570E+01 1.032970096E+00 1.014839650E+00 1.009602850E+00 1.131704631E+00 1.222232233E+00 1.264248713E+00 1.288940480E+00 1.309985435E+00 1.331196285E+00
1.049996187E+01 1.032723373E+00 1.014761375E+00 1.009602545E+00 1.133746938E+00 1.223085601E+00 1.264670098E+00 1.289226977E+00 1.310232983E+00 1.331431120E+00
1.066670514E+01 1.032369673E+00 1.014650755E+00 1.009603658E+00 1.136647081E+00 1.224294708E+00 1.265269237E+00 1.289636250E+00 1.310587580E+00 1.331767980E+00
1.083333839E+01 1.031868114E+00 1.014497194E+00 1.009608473E+00 1.140704212E+00 1.225981407E+00 1.266109440E+00 1.290214168E+00 1.311090212E+00 1.332246479E+00
1.100000000E+01 1.031168088E+00 1.014289601E+00 1.009621865E+00 1.146259807E+00 1.228283248E+00 1.267265348E+00 1.291017181E+00 1.311792368E+00 1.332917005E+00
1.116672606E+01 1.030213334E+00 1.014019876E+00 1.009653647E+00 1.153641391E+00 1.231331365E+00 1.268814982E+00 1.292109070E+00 1.312754281E+00 1.333839529E+00
1.133324570E+01 1.028953888E+00 1.013689969E+00 1.009722368E+00 1.163049448E+00 1.235208534E+00 1.270823674E+00 1.293552610E+00 1.314038916E+00 1.335078972E+00
1.149996187E+01 1.027370648E+00 1.013323371E+00 1.013142540E+00 1.174391797E+00 1.239893152E+00 1.273321023E+00 1.295396024E+00 1.315701246E+00 1.336695908E+00
1.166670514E+01 1.025514200E+00 1.012979161E+00 1.042753075E+00 1.187131948E+00 1.245215270E+00 1.276280037E+00 1.297657101E+00 1.317774356E+00 1.338734202E+00
1.183333839E+01 1.023548161E+00 1.012761213E+00 1.074704451E+00 1.200293981E+00 1.250868635E+00 1.279613049E+00 1.300313012E+00 1.320258314E+00 1.341209904E+00
1.200000000E+01 1.021766531E+00 1.012810231E+00 1.105763845E+00 1.212743358E+00 1.256502330E+00 1.283193850E+00 1.303303151E+00 1.323118678E+00 1.344107742E+00
1.216672606E+01 1.020541268E+00 1.013272248E+00 1.132886816E+00 1.223639618E+00 1.261847197E+00 1.286896141E+00 1.306546200E+00 1.326297790E+00 1.347387978E+00
1.233324570E+01 1.020190854E+00 1.014255954E+00 1.154627879E+00 1.232723675E+00 1.266786117E+00 1.290624866E+00 1.309963663E+00 1.329733859E+00 1.351000869E+00
1.249996187E+01 1.020849614E+00 1.015809889E+00 1.171365623E+00 1.240224402E+00 1.271329833E+00 1.294327591E+00 1.313499244E+00 1.333378767E+00 1.354901846E+00
1.266670514E+01 1.022456538E+00 1.037880367E+00 1.184393484E+00 1.246549590E+00 1.275549427E+00 1.297991380E+00 1.317128042E+00 1.337207716E+00 1.359061321E+00
1.283333839E+01 1.024870089E+00 1.060132800E+00 1.194925199E+00 1.252054019E+00 1.279528363E+00 1.301634415E+00 1.320854839E+00 1.341218819E+00 1.363465817E+00
1.300000000E+01 1.027990533E+00 1.078429986E+00 1.203742926E+00 1.256980422E+00 1.283346473E+00 1.305295390E+00 1.324704492E+00 1.345424836E+00 1.368111563E+00
