N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.017830696E+00 1.017787993E+00 1.017726350E+00 1.017638057E+00 1.017513043E+00 1.017339023E+00 1.017102825E+00 1.016794121E+00 1.016413239E+00 1.015984319E+00 1.015572306E+00 1.015295842E+00 1.015321466E+00 1.015828019E+00 1.016953634E+00 1.018761871E+00 1.035518714E+00 1.056576175E+00 1.074030374E+00
1.600000000E+01 1.247039118E+00 1.247198939E+00 1.247430179E+00 1.247762613E+00 1.248236101E+00 1.248901749E+00 1.249820700E+00 1.251058619E+00 1.252673649E+00 1.254698840E+00 1.257125131E+00 1.259897213E+00 1.262930216E+00 1.266139705E+00 1.269464900E+00 1.272874057E+00 1.276359253E+00 1.279930719E+00 1.283611977E+00
1.700000000E+01 1.322821585E+00 1.322923863E+00 1.323072616E+00 1.323288121E+00 1.323598538E+00 1.324042089E+00 1.324668792E+00 1.325541014E+00 1.326731226E+00 1.328315766E+00 1.330364165E+00 1.332926177E+00 1.336020613E+00 1.339631159E+00 1.343712187E+00 1.348203299E+00 1.353045742E+00 1.358191600E+00 1.363602637E+00
1.549996187E+01 1.125426053E+00 1.126298563E+00 1.127559910E+00 1.129370641E+00 1.131943783E+00 1.135547124E+00 1.140488426E+00 1.147067077E+00 1.155474619E+00 1.165646050E+00 1.177117254E+00 1.189015396E+00 1.200299477E+00 1.210176636E+00 1.218390549E+00 1.225157877E+00 1.230879424E+00 1.235906574E+00 1.240474225E+00
1.649996187E+01 1.285857338E+00 1.285950790E+00 1.286086568E+00 1.286282989E+00 1.286565326E+00 1.286967480E+00 1.287533204E+00 1.288315736E+00 1.289374682E+00 1.290769113E+00 1.292547406E+00 1.294736950E+00 1.297338441E+00 1.300328022E+00 1.303666443E+00 1.307311405E+00 1.311228969E+00 1.315399953E+00 1.319818338E+00
1.674996808E+01 1.303489772E+00 1.303585377E+00 1.303724393E+00 1.303925656E+00 1.304215308E+00 1.304628657E+00 1.305211648E+00 1.306021002E+00 1.307121705E+00 1.308580659E+00 1.310456701E+00 1.312789375E+00 1.315590836E+00 1.318844639E+00 1.322512393E+00 1.326546173E+00 1.330902071E+00 1.335548290E+00 1.340463977E+00
1.624993176E+01 1.268480422E+00 1.268586080E+00 1.268739347E+00 1.268960550E+00 1.269277423E+00 1.269726625E+00 1.270354246E+00 1.271214265E+00 1.272363421E+00 1.273851979E+00 1.275712254E+00 1.277949697E+00 1.280542203E+00 1.283448424E+00 1.286620906E+00 1.290018249E+00 1.293613631E+00 1.297398463E+00 1.301379744E+00
1.574996808E+01 1.210722886E+00 1.211066680E+00 1.211563229E+00 1.212275114E+00 1.213284966E+00 1.214696003E+00 1.216626109E+00 1.219189906E+00 1.222464154E+00 1.226439867E+00 1.230982259E+00 1.235836616E+00 1.240704781E+00 1.245358350E+00 1.249706424E+00 1.253775139E+00 1.257641575E+00 1.261385486E+00 1.265074918E+00
1.524993176E+01 1.011455056E+00 1.011454905E+00 1.011455070E+00 1.011456124E+00 1.011459354E+00 1.011470144E+00 1.011489063E+00 1.011530056E+00 1.011614441E+00 1.011779564E+00 1.039237230E+00 1.069515904E+00 1.099031520E+00 1.124818167E+00 1.145400853E+00 1.161096712E+00 1.173163886E+00 1.182823650E+00 1.190869126E+00
