fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_310 001_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.600716410E-15 1.000000000E+20 1.211169157E+00 9.713897138E-16 2.898033441E-04 
001_310_SRH 001_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.304788044E-15 1.000000000E+20 1.222593545E+00 9.354469780E-16 4.945820304E-04 
002_310 002_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.100009703E-15 1.000000000E+20 1.214825750E+00 1.408033175E-15 3.373585174E-04 
002_310_SRH 002_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.813449117E-15 1.000000000E+20 1.222723866E+00 1.372491755E-15 4.983327086E-04 
003_310 003_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.259568164E-15 1.000000000E+20 1.217487406E+00 2.048514129E-15 3.805873291E-04 
003_310_SRH 003_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.986564452E-15 1.000000000E+20 1.222911412E+00 2.013368881E-15 5.038117640E-04 
004_310 004_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.234458596E-14 1.000000000E+20 1.219474698E+00 2.987476016E-15 4.192903705E-04 
004_310_SRH 004_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.009091168E-14 1.000000000E+20 1.223178885E+00 2.952771861E-15 5.117983060E-04 
005_310 005_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.670083837E-14 1.000000000E+20 1.221038894E+00 4.363201560E-15 4.547454128E-04 
005_310_SRH 005_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.447426929E-14 1.000000000E+20 1.223555651E+00 4.329033573E-15 5.234031880E-04 
006_310 006_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.275491975E-14 1.000000000E+20 1.222375984E+00 6.377456716E-15 4.893853715E-04 
006_310_SRH 006_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.056556065E-14 1.000000000E+20 1.224077124E+00 6.343970480E-15 5.401882576E-04 
007_310 007_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.099177372E-14 1.000000000E+20 1.223638225E+00 9.324264150E-15 5.265098718E-04 
007_310_SRH 007_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.885207594E-14 1.000000000E+20 1.224781455E+00 9.291653273E-15 5.643088365E-04 
008_310 008_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.189862718E-14 1.000000000E+20 1.224938983E+00 1.363177840E-14 5.701363668E-04 
008_310_SRH 008_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.982279828E-14 1.000000000E+20 1.225702411E+00 1.360027226E-14 5.986537334E-04 
009_310 009_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.587806854E-14 1.000000000E+20 1.226350753E+00 1.992365100E-14 6.249543098E-04 
009_310_SRH 009_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.388058114E-14 1.000000000E+20 1.226857076E+00 1.989348821E-14 6.469419229E-04 
010_310 010_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.316417771E-14 1.000000000E+20 1.227898143E+00 2.910974193E-14 6.962538611E-04 
010_310_SRH 010_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.125737220E-14 1.000000000E+20 1.228231581E+00 2.908112713E-14 7.136919131E-04 
011_310 011_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.380834501E-14 1.000000000E+20 1.229553872E+00 4.252094346E-14 7.896894992E-04 
011_310_SRH 011_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.200636992E-14 1.000000000E+20 1.229966532E+00 4.249681544E-14 8.039435493E-04 
012_310 012_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.180289159E-13 1.000000000E+20 1.236176326E+00 6.222443480E-14 9.127477566E-04 
012_310_SRH 012_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.163449410E-13 1.000000000E+20 1.236882945E+00 6.221362455E-14 9.254536417E-04 
013_310 013_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.459407139E-13 1.000000000E+20 1.244356805E+00 9.127693040E-14 1.077493246E-03 
013_310_SRH 013_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.443260294E-13 1.000000000E+20 1.244393384E+00 9.123977404E-14 1.087960849E-03 
014_310 014_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.775962953E-13 1.000000000E+20 1.246135701E+00 1.334921679E-13 1.260945811E-03 
014_310_SRH 014_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.760676883E-13 1.000000000E+20 1.246214912E+00 1.334753934E-13 1.269902483E-03 
015_310 015_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.141162808E-13 1.000000000E+20 1.247405202E+00 1.951774945E-13 1.480280424E-03 
015_310_SRH 015_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.126539527E-13 1.000000000E+20 1.247453858E+00 1.951599889E-13 1.488447027E-03 
016_310 016_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.566340481E-13 1.000000000E+20 1.248724970E+00 2.857282806E-13 1.739243759E-03 
016_310_SRH 016_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.552789094E-13 1.000000000E+20 1.249159398E+00 2.860004224E-13 1.746276757E-03 
017_310 017_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.076990075E-13 1.000000000E+20 1.256914051E+00 4.260266313E-13 2.073455035E-03 
017_310_SRH 017_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.063276402E-13 1.000000000E+20 1.256933398E+00 4.260082587E-13 2.080227609E-03 
018_310 018_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.662872831E-13 1.000000000E+20 1.257742116E+00 6.240335882E-13 2.404875470E-03 
018_310_SRH 018_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.649429935E-13 1.000000000E+20 1.257773385E+00 6.240382696E-13 2.411521980E-03 
019_310 019_310.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.369272490E-13 1.000000000E+20 1.263524868E+00 9.178630305E-13 2.788654714E-03 
019_310_SRH 019_310_srh.dat 310 37.4 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.357648996E-13 1.000000000E+20 1.263840370E+00 9.180481350E-13 2.795350949E-03 
