N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 340 2.100E-4 1.022344930E+00 1.025108178E+00
1.468000E+10 1.000E+15 340 2.100E-4 1.023123795E+00 1.025077277E+00
2.154000E+10 1.000E+15 340 2.100E-4 1.023667208E+00 1.025032706E+00
3.162000E+10 1.000E+15 340 2.100E-4 1.024022161E+00 1.024968829E+00
4.642000E+10 1.000E+15 340 2.100E-4 1.024223101E+00 1.024875425E+00
6.813000E+10 1.000E+15 340 2.100E-4 1.024294323E+00 1.024741788E+00
1.000000E+11 1.000E+15 340 2.100E-4 1.024246630E+00 1.024552436E+00
1.468000E+11 1.000E+15 340 2.100E-4 1.024079605E+00 1.024288035E+00
2.154000E+11 1.000E+15 340 2.100E-4 1.023784746E+00 1.023926451E+00
3.162000E+11 1.000E+15 340 2.100E-4 1.023350017E+00 1.023446144E+00
4.642000E+11 1.000E+15 340 2.100E-4 1.022776381E+00 1.022841499E+00
6.813000E+11 1.000E+15 340 2.100E-4 1.022089458E+00 1.022133604E+00
1.000000E+12 1.000E+15 340 2.100E-4 1.021368697E+00 1.021398738E+00
1.468000E+12 1.000E+15 340 2.100E-4 1.020768666E+00 1.020789377E+00
2.154000E+12 1.000E+15 340 2.100E-4 1.020519832E+00 1.020534481E+00
3.162000E+12 1.000E+15 340 2.100E-4 1.020888720E+00 1.020899529E+00
4.642000E+12 1.000E+15 340 2.100E-4 1.022119701E+00 1.022128141E+00
6.813000E+12 1.000E+15 340 2.100E-4 1.024265929E+00 1.024272900E+00
1.000000E+13 1.000E+15 340 2.100E-4 1.027477460E+00 1.027483523E+00
