Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.182380575E+00 1.157943566E+00 2.443700900E-02 1.172998926E+00 1.149118360E+00 2.388056600E-02
1.468000E+10 1.182447037E+00 1.157999610E+00 2.444742700E-02 1.175896740E+00 1.151870534E+00 2.402620600E-02
2.154000E+10 1.182544456E+00 1.158080539E+00 2.446391700E-02 1.177947853E+00 1.153847016E+00 2.410083700E-02
3.162000E+10 1.182687122E+00 1.158197982E+00 2.448914000E-02 1.179401069E+00 1.155284033E+00 2.411703600E-02
4.642000E+10 1.182895856E+00 1.158367457E+00 2.452839900E-02 1.180444828E+00 1.156366303E+00 2.407852500E-02
6.813000E+10 1.183200817E+00 1.158610383E+00 2.459043400E-02 1.181220187E+00 1.157237494E+00 2.398269300E-02
1.000000E+11 1.183645402E+00 1.158953810E+00 2.469159200E-02 1.181833920E+00 1.158012104E+00 2.382181600E-02
1.468000E+11 1.184291538E+00 1.159392048E+00 2.489949000E-02 1.182368816E+00 1.158746014E+00 2.362280200E-02
2.154000E+11 1.185226383E+00 1.159988099E+00 2.523828400E-02 1.183831893E+00 1.159544539E+00 2.428735400E-02
3.162000E+11 1.186570347E+00 1.160857969E+00 2.571237800E-02 1.185546723E+00 1.160552569E+00 2.499415400E-02
4.642000E+11 1.188172210E+00 1.162004296E+00 2.616791400E-02 1.187718107E+00 1.161793520E+00 2.592458700E-02
6.813000E+11 1.188905634E+00 1.163363498E+00 2.554213600E-02 1.188752227E+00 1.163217637E+00 2.553459000E-02
1.000000E+12 1.189795091E+00 1.165110002E+00 2.468508900E-02 1.189689780E+00 1.165008878E+00 2.468090200E-02
1.468000E+12 1.191306441E+00 1.167254529E+00 2.405191200E-02 1.191049076E+00 1.167184212E+00 2.386486400E-02
2.154000E+12 1.195784784E+00 1.168786373E+00 2.699841100E-02 1.195559798E+00 1.168737410E+00 2.682238800E-02
3.162000E+12 1.198143438E+00 1.169876265E+00 2.826717300E-02 1.198107128E+00 1.169842253E+00 2.826487500E-02
4.642000E+12 1.199036048E+00 1.171250510E+00 2.778553800E-02 1.199011034E+00 1.171226905E+00 2.778412900E-02
6.813000E+12 1.200665375E+00 1.176992589E+00 2.367278600E-02 1.200437391E+00 1.176862688E+00 2.357470300E-02
1.000000E+13 1.210157967E+00 1.183877847E+00 2.628012000E-02 1.210145147E+00 1.183865528E+00 2.627961900E-02
