N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -3.733295000E-02 -4.133695100E-02 -4.476103000E-02 -4.847003900E-02
1.600000000E+01 3.194596200E-02 3.173369500E-02 3.143353400E-02 3.056860600E-02
1.700000000E+01 7.199662800E-02 6.915463400E-02 6.587712200E-02 6.464690100E-02
1.549996187E+01 1.911926300E-02 1.792377100E-02 1.851460500E-02 1.858777400E-02
1.649996187E+01 5.710536800E-02 5.551223000E-02 5.465548900E-02 5.367098600E-02
1.674996808E+01 6.732580700E-02 6.389608100E-02 6.276312900E-02 6.153319600E-02
1.624993176E+01 4.296730500E-02 4.253122000E-02 4.197492600E-02 4.148104400E-02
1.574996808E+01 2.574537500E-02 2.563244000E-02 2.483197800E-02 2.536563100E-02
1.524993176E+01 2.681278000E-03 1.431244000E-03 8.313840000E-04 2.158980000E-04
